Wavenumber,Transmission
cm^{-1},a.u.
3132.3506,0.87792
3131.3862,0.87714
3130.4218,0.87844
3129.4574,0.88053
3128.493,0.88044
3127.5286,0.87836
3126.5642,0.87757
3125.5998,0.87783
3124.6355,0.87636
3123.671,0.87445
3122.7067,0.87392
3121.7423,0.87427
3120.7779,0.87523
3119.8135,0.87627
3118.8491,0.87653
3117.8847,0.87653
3116.9203,0.87723
3115.9559,0.8787
3114.9915,0.87975
3114.0271,0.88018
3113.0627,0.88009
3112.0983,0.8794
3111.1339,0.87931
3110.1695,0.88009
3109.2051,0.8807
3108.2408,0.88062
3107.2764,0.87922
3106.312,0.87818
3105.3476,0.87896
3104.3832,0.87966
3103.4188,0.87983
3102.4544,0.88001
3101.49,0.87949
3100.5256,0.87905
3099.5612,0.87957
3098.5968,0.88001
3097.6324,0.87983
3096.668,0.87975
3095.7036,0.8807
3094.7393,0.88235
3093.7748,0.88305
3092.8105,0.8834
3091.8461,0.88313
3090.8817,0.88157
3089.9173,0.88053
3088.9529,0.88088
3087.9885,0.8807
3087.0241,0.87992
3086.0597,0.88044
3085.0953,0.88192
3084.1309,0.8827
3083.1665,0.88296
3082.2021,0.8834
3081.2377,0.88409
3080.2733,0.88435
3079.309,0.88348
3078.3445,0.88287
3077.3802,0.88374
3076.4158,0.88444
3075.4514,0.88383
3074.487,0.88366
3073.5226,0.88418
3072.5582,0.88418
3071.5938,0.88383
3070.6294,0.88426
3069.665,0.88539
3068.7006,0.88618
3067.7362,0.88652
3066.7718,0.88652
3065.8074,0.886
3064.843,0.88539
3063.8787,0.88574
3062.9142,0.88739
3061.9499,0.88861
3060.9855,0.88844
3060.0211,0.88826
3059.0567,0.88939
3058.0923,0.89061
3057.1279,0.89043
3056.1635,0.8893
3055.1991,0.88844
3054.2347,0.88852
3053.2703,0.88878
3052.3059,0.88852
3051.3415,0.88809
3050.3771,0.88826
3049.4127,0.88791
3048.4484,0.88687
3047.484,0.88731
3046.5196,0.88939
3045.5552,0.8913
3044.5908,0.89226
3043.6264,0.89313
3042.662,0.894
3041.6976,0.89391
3040.7332,0.89243
3039.7688,0.89052
3038.8044,0.88948
3037.84,0.88956
3036.8756,0.89009
3035.9112,0.89095
3034.9468,0.89278
3033.9824,0.89391
3033.0181,0.89382
3032.0537,0.89408
3031.0893,0.89313
3030.1249,0.89104
3029.1605,0.89095
3028.1961,0.89347
3027.2317,0.89556
3026.2673,0.89556
3025.3029,0.89469
3024.3385,0.89513
3023.3741,0.89704
3022.4097,0.89808
3021.4453,0.89765
3020.4809,0.89808
3019.5165,0.89912
3018.5521,0.89904
3017.5878,0.89843
3016.6234,0.89869
3015.659,0.89904
3014.6946,0.89877
3013.7302,0.89834
3012.7658,0.89738
3011.8014,0.89626
3010.837,0.89582
3009.8726,0.89565
3008.9082,0.89591
