Wavenumber,Transmission
cm^{-1},a.u.
3531.6096,0.84666
3530.6452,0.84439
3529.6808,0.8435
3528.7164,0.8429
3527.752,0.84014
3526.7876,0.83613
3525.8232,0.83347
3524.8588,0.83228
3523.8944,0.83169
3522.93,0.83114
3521.9656,0.82986
3521.0012,0.82783
3520.0368,0.82576
3519.0725,0.82398
3518.1081,0.8219
3517.1437,0.81928
3516.1793,0.81647
3515.2149,0.81395
3514.2505,0.81202
3513.2861,0.81029
3512.3217,0.80905
3511.3573,0.80811
3510.3929,0.80559
3509.4285,0.80164
3508.4641,0.79868
3507.4997,0.79734
3506.5353,0.79611
3505.5709,0.79438
3504.6065,0.79314
3503.6422,0.792
3502.6778,0.78953
3501.7134,0.78588
3500.749,0.78262
3499.7846,0.78098
3498.8202,0.7798
3497.8558,0.77743
3496.8914,0.77456
3495.927,0.77174
3494.9626,0.76858
3493.9982,0.76571
3493.0338,0.76384
3492.0694,0.7626
3491.105,0.76137
3490.1406,0.75978
3489.1762,0.75761
3488.2119,0.75465
3487.2475,0.75163
3486.2831,0.74965
3485.3187,0.74852
3484.3543,0.74748
3483.3899,0.7459
3482.4255,0.74372
3481.4611,0.74155
3480.4967,0.73898
3479.5323,0.73587
3478.5679,0.73345
3477.6035,0.73256
3476.6391,0.73196
3475.6747,0.73033
3474.7103,0.72811
3473.7459,0.72682
3472.7816,0.72702
3471.8172,0.72816
3470.8528,0.72826
3469.8884,0.72638
3468.924,0.72376
3467.9596,0.72144
3466.9952,0.71921
3466.0308,0.71748
3465.0664,0.7163
3464.102,0.71521
3463.1376,0.71368
3462.1732,0.71165
3461.2088,0.70948
3460.2444,0.70755
3459.28,0.70587
3458.3157,0.70449
3457.3513,0.7034
3456.3869,0.70236
3455.4225,0.70137
3454.4581,0.70048
3453.4937,0.69964
3452.5293,0.69895
3451.5649,0.69806
3450.6005,0.69579
3449.6361,0.69228
3448.6717,0.68917
3447.7073,0.68769
3446.7429,0.68694
3445.7785,0.68596
3444.8141,0.68487
3443.8497,0.68363
3442.8854,0.68176
3441.921,0.67983
3440.9566,0.67889
3439.9922,0.67825
3439.0278,0.67691
3438.0634,0.67538
3437.099,0.67365
3436.1346,0.67187
3435.1702,0.67108
3434.2058,0.67088
3433.2414,0.6699
3432.277,0.66851
3431.3126,0.66846
3430.3482,0.66935
3429.3838,0.67014
3428.4194,0.67044
3427.4551,0.6699
3426.4907,0.66866
3425.5263,0.66826
3424.5619,0.66945
3423.5975,0.67113
3422.6331,0.67202
3421.6687,0.67256
3420.7043,0.6735
3419.7399,0.67429
3418.7755,0.67424
3417.8111,0.6736
3416.8467,0.67335
3415.8823,0.67429
3414.9179,0.67533
3413.9536,0.67563
3412.9891,0.67543
3412.0248,0.67523
3411.0604,0.67538
3410.096,0.67563
3409.1316,0.67558
3408.1672,0.67518
3407.2028,0.67469
3406.2384,0.67464
3405.274,0.67464
3404.3096,0.67464
3403.3452,0.67518
3402.3808,0.67578
3401.4164,0.67632
3400.452,0.67711
3399.4876,0.67716
3398.5233,0.67607
3397.5588,0.67503
3396.5945,0.67434
3395.6301,0.6737
3394.6657,0.67355
3393.7013,0.674
3392.7369,0.67365
3391.7725,0.67261
