Wavenumber,Transmission
cm^{-1},a.u.
3079.3089,0.61591
3078.3446,0.61605
3077.3802,0.6162
3076.4158,0.61614
3075.4514,0.6158
3074.487,0.61526
3073.5226,0.61468
3072.5582,0.61422
3071.5938,0.61397
3070.6294,0.61391
3069.665,0.61398
3068.7006,0.61408
3067.7362,0.61411
3066.7718,0.61401
3065.8074,0.61376
3064.843,0.61344
3063.8786,0.61315
3062.9143,0.61301
3061.9499,0.6131
3060.9855,0.6134
3060.0211,0.61381
3059.0567,0.61417
3058.0923,0.61437
3057.1279,0.61441
3056.1635,0.61436
3055.1991,0.61428
3054.2347,0.61423
3053.2703,0.61426
3052.3059,0.61436
3051.3415,0.61447
3050.3771,0.61453
3049.4127,0.61446
3048.4484,0.6143
3047.484,0.61421
3046.5196,0.61432
3045.5552,0.6146
3044.5908,0.61492
3043.6264,0.61509
3042.662,0.61502
3041.6976,0.61479
3040.7332,0.61454
3039.7688,0.61443
3038.8044,0.61447
3037.84,0.61458
3036.8756,0.61473
3035.9112,0.61499
3034.9468,0.6155
3033.9824,0.61624
3033.0181,0.61705
3032.0537,0.6177
3031.0893,0.61802
3030.1249,0.61804
3029.1605,0.61791
3028.1961,0.61784
3027.2317,0.61793
3026.2673,0.61813
3025.3029,0.6183
3024.3385,0.61837
3023.3741,0.61832
3022.4097,0.61823
3021.4453,0.61813
3020.4809,0.61802
3019.5165,0.61789
3018.5521,0.61782
3017.5878,0.6179
3016.6234,0.61827
3015.659,0.61899
3014.6946,0.61997
3013.7302,0.62096
3012.7658,0.62166
3011.8014,0.62191
3010.837,0.62182
3009.8726,0.6216
3008.9082,0.62148
3007.9438,0.62161
3006.9794,0.62197
3006.015,0.62235
3005.0506,0.62253
3004.0862,0.62251
3003.1218,0.62251
3002.1575,0.62278
3001.1931,0.62335
3000.2287,0.62398
2999.2643,0.62436
2998.2999,0.62433
2997.3355,0.62419
2996.3711,0.62423
2995.4067,0.62433
2994.4423,0.62424
2993.4779,0.62406
2992.5135,0.62411
2991.5491,0.62425
2990.5847,0.62397
2989.6203,0.62341
2988.6559,0.6232
2987.6915,0.62348
2986.7272,0.6238
2985.7628,0.62388
2984.7984,0.62401
2983.834,0.62453
2982.8696,0.62526
2981.9052,0.62575
2980.9408,0.62589
2979.9764,0.62598
2979.012,0.62619
