Depth,Load
nm,\muN
371.4663,1455.0067
371.4049,1455.0267
371.4901,1455.0103
371.4387,1455.0255
371.5432,1454.9995
371.4946,1455.0071
371.5392,1455.0106
371.5052,1455.0039
371.4529,1455.0115
371.3743,1455.0244
371.5857,1454.9972
371.7692,1454.9752
371.898,1454.9567
371.8749,1454.9667
371.7665,1454.9751
371.645,1454.9961
371.8645,1454.959
371.9419,1454.9472
371.9125,1454.9561
371.7737,1454.9698
371.9036,1454.9488
371.9333,1454.949
371.9219,1454.9439
372.0328,1454.9411
372.1508,1454.9243
372.0188,1454.9375
371.9452,1454.9405
372.0487,1454.9275
372.0967,1454.9221
372.1467,1454.9167
372.2652,1454.9013
372.1507,1454.9235
372.0347,1454.934
372.0614,1454.9381
372.275,1454.8979
372.2358,1454.9037
372.4166,1454.8811
372.3132,1454.8921
372.2699,1454.9049
372.1501,1454.9243
372.2648,1454.9004
372.4935,1454.8705
372.4482,1454.8814
372.5328,1454.8749
372.5956,1454.8563
372.4242,1454.8877
372.6174,1454.8555
372.5558,1454.8591
372.5058,1454.8684
372.6198,1454.85
372.5994,1454.8586
372.5371,1454.8672
372.5196,1454.8676
372.7696,1454.8311
372.6822,1454.8474
372.5798,1454.8568
372.6741,1454.8444
372.6811,1454.8392
372.7417,1454.8304
372.8306,1454.826
372.6559,1454.8471
372.7706,1454.8321
372.7158,1454.8338
372.6016,1454.8535
372.6981,1454.8442
372.9061,1454.8122
372.7763,1454.8304
372.8433,1454.8251
372.8085,1454.8305
372.8523,1454.8181
372.9845,1454.8025
372.8587,1454.8196
373.0506,1454.7891
373.0399,1454.7907
372.9299,1454.7984
372.9839,1454.8044
373.1408,1454.7835
373.0799,1454.7864
372.9741,1454.8093
373.1412,1454.7861
373.1608,1454.7812
373.1311,1454.7889
373.3428,1454.7532
373.166,1454.7913
373.3064,1454.7648
373.3844,1454.7432
373.3011,1454.7612
373.1364,1454.7854
373.142,1454.7802
373.4503,1454.7372
373.3594,1454.7355
373.4443,1454.7319
373.3491,1454.744
373.2502,1454.7609
373.3814,1454.7491
373.4528,1454.7312
373.3883,1454.7493
373.376,1454.7408
373.3435,1454.7564
373.4363,1454.739
373.3468,1454.7484
373.5108,1454.7301
373.5892,1454.7158
373.5537,1454.7232
373.6584,1454.7137
373.6791,1454.7095
373.4051,1454.7498
373.5314,1454.7316
373.5186,1454.7265
373.7416,1454.7018
373.6386,1454.7102
373.6398,1454.7166
373.544,1454.727
373.7337,1454.7054
373.5975,1454.7224
373.6083,1454.7185
373.7725,1454.6939
373.7476,1454.7
373.7823,1454.6974
373.6386,1454.7095
373.7421,1454.6933
373.8929,1454.6754
373.8365,1454.6891
374.0076,1454.6673
373.7315,1454.6933
373.7799,1454.6874
373.9508,1454.6725
373.9915,1454.6699
374.024,1454.6624
374.0508,1454.6609
373.9577,1454.6692
374.1006,1454.6498
374.173,1454.636
374.0533,1454.6659
373.8842,1454.6874
373.8867,1454.6839
374.2075,1454.6436
374.1011,1454.654
374.1005,1454.6581
374.1615,1454.6488
374.1188,1454.6459
374.166,1454.6438
374.2156,1454.6441
374.1731,1454.6483
374.2173,1454.6486
374.3358,1454.6201
374.3819,1454.6213
374.2271,1454.6311
374.4865,1454.6021
374.3329,1454.6305
374.2685,1454.6307
374.3971,1454.6139
374.4854,1454.6026
374.4606,1454.6021
374.3966,1454.6185
374.4666,1454.5961
374.491,1454.6057
374.5024,1454.6001
374.3625,1454.6201
374.4173,1454.6148
374.5684,1454.5859
374.5967,1454.5855
374.6413,1454.5691
374.6037,1454.588
374.65,1454.5797
374.7157,1454.5657
374.6963,1454.5734
374.6715,1454.5713
374.6509,1454.5759
374.6523,1454.576
374.6903,1454.5718
374.5613,1454.5844
374.7657,1454.5597
374.6557,1454.5731
374.7885,1454.5537
374.9222,1454.5282
374.8504,1454.5435
374.7972,1454.5499
374.8331,1454.5437
374.7898,1454.5527
374.9246,1454.5284
374.8608,1454.5477
375.0112,1454.5235
374.9712,1454.5368
374.999,1454.5348
374.9906,1454.523
375.1958,1454.4994
375.0931,1454.517
374.8252,1454.5555
374.9586,1454.5344
375.0222,1454.5285
375.0491,1454.5295
375.1379,1454.5083
374.9674,1454.5354
375.0637,1454.5259
374.9354,1454.5421
375.036,1454.5293
375.1087,1454.5208
374.9328,1454.5451
375.2709,1454.4908
375.0505,1454.5229
375.0599,1454.5216
375.2492,1454.499
375.3106,1454.4844
375.181,1454.508
375.0778,1454.5116
375.1727,1454.4992
375.1339,1454.5028
375.3074,1454.4787
375.2914,1454.489
375.1959,1454.4979
375.1506,1454.5048
375.2326,1454.4891
375.4258,1454.4708
375.3615,1454.4782
375.3607,1454.4819
375.4162,1454.4698
375.3703,1454.4774
375.4112,1454.4784
375.5421,1454.4595
375.5348,1454.4606
375.4709,1454.4657
375.4963,1454.4672
375.4454,1454.4692
375.4625,1454.4607
375.618,1454.4373
375.467,1454.4589
375.5082,1454.4501
375.5251,1454.4515
375.389,1454.4773
375.5193,1454.46
375.5187,1454.4609
375.4505,1454.4678
375.653,1454.4408
375.6873,1454.4401
375.5382,1454.4545
375.6943,1454.431
375.6541,1454.437
375.5773,1454.4501
375.8704,1454.4068
375.5482,1454.4452
375.6935,1454.4264
375.7212,1454.4322
375.9276,1454.3977
375.9275,1454.3912
375.7625,1454.4163
375.9817,1454.385
375.8853,1454.4035
375.9281,1454.3953
376.0107,1454.3837
375.9546,1454.385
375.9401,1454.3968
375.9854,1454.387
375.786,1454.4166
375.9164,1454.3988
375.9584,1454.3906
375.9648,1454.3912
376.1855,1454.3584
376.0696,1454.3725
376.1776,1454.3546
376.1929,1454.3558
376.1305,1454.3727
376.1106,1454.3731
376.0513,1454.3772
376.0936,1454.3785
376.1997,1454.3581
376.0965,1454.3691
376.0999,1454.3767
376.1649,1454.3626
376.0851,1454.3797
376.28,1454.354
376.3232,1454.3504
376.1341,1454.3675
376.2442,1454.3514
376.0896,1454.374
376.3109,1454.3437
376.2013,1454.3575
376.3386,1454.3429
376.1497,1454.3651
376.0759,1454.3812
376.2142,1454.345
376.328,1454.3326
376.2943,1454.3355
376.3941,1454.323
376.3166,1454.3408
376.2658,1454.3452
376.3766,1454.3292
376.403,1454.3248
376.3459,1454.3244
376.3854,1454.3316
376.4003,1454.3217
376.4078,1454.326
376.4491,1454.3127
376.4724,1454.3139
376.4931,1454.3133
376.3884,1454.3272
376.4188,1454.325
376.5216,1454.3143
376.4234,1454.3238
376.4588,1454.3194
376.42,1454.3243
376.6784,1454.2938
376.4637,1454.3144
376.6886,1454.2861
376.4904,1454.3144
376.5124,1454.3107
376.545,1454.3077
376.4764,1454.3172
376.5572,1454.3033
376.5097,1454.3169
376.5053,1454.3165
376.6393,1454.2997
376.6062,1454.3116
376.5177,1454.3186
376.6946,1454.286
376.6617,1454.2933
376.5238,1454.3155
376.6691,1454.2959
376.6551,1454.2912
376.6862,1454.291
376.6147,1454.3
376.7572,1454.2855
376.7362,1454.2823
376.8048,1454.2677
376.8679,1454.2644
376.7174,1454.2886
376.716,1454.299
376.8327,1454.2752
376.9216,1454.2653
376.8057,1454.2825
376.7763,1454.2764
376.9581,1454.2528
376.853,1454.2592
376.8331,1454.2642
377.0002,1454.2513
376.9189,1454.2625
376.9549,1454.258
376.9728,1454.2545
376.85,1454.267
376.9813,1454.2504
376.9283,1454.2595
376.9025,1454.2745
376.969,1454.2623
377.1213,1454.2381
377.0666,1454.2512
377.1155,1454.2352
377.0086,1454.257
377.031,1454.2431
377.1501,1454.2302
377.1684,1454.2364
376.992,1454.2535
377.0592,1454.2456
377.1549,1454.2288
377.1673,1454.2209
377.1936,1454.2244
377.105,1454.2392
377.2493,1454.218
377.2542,1454.2188
377.3167,1454.2023
377.183,1454.221
377.3521,1454.2017
377.221,1454.2251
377.3298,1454.2052
377.4211,1454.1872
377.3096,1454.205
377.3106,1454.1969
377.4461,1454.1883
377.2943,1454.2039
377.3948,1454.1898
377.3055,1454.2056
377.3969,1454.1917
377.5058,1454.1722
377.6348,1454.1639
377.4745,1454.1759
377.4732,1454.1824
377.3819,1454.1965
377.5641,1454.1712
377.5618,1454.1673
377.5127,1454.1805
377.4185,1454.1872
377.5119,1454.1765
377.5317,1454.1739
377.6287,1454.1647
377.6314,1454.1593
377.7984,1454.1452
377.7082,1454.1486
377.6584,1454.1494
377.5961,1454.1702
377.6198,1454.1616
377.6977,1454.1498
377.7089,1454.142
377.6281,1454.1552
377.6333,1454.1574
377.6427,1454.1494
377.5498,1454.1638
377.5174,1454.1731
377.6682,1454.1516
377.6289,1454.1589
377.8162,1454.1358
377.7687,1454.1489
377.8367,1454.1396
377.7542,1454.1474
377.8813,1454.1344
377.8992,1454.1209
377.9017,1454.1238
377.8749,1454.1255
377.8212,1454.1473
377.9504,1454.1249
377.9665,1454.1153
377.8902,1454.1306
377.9262,1454.1245
377.8391,1454.1357
377.9772,1454.1198
377.887,1454.1306
377.9731,1454.1164
377.9244,1454.1249
378.0605,1454.1105
378.0095,1454.1063
378.0473,1454.1056
378.163,1454.0867
378.0889,1454.0974
378.2296,1454.0788
378.0588,1454.0988
377.9321,1454.1241
378.0951,1454.0968
378.0707,1454.0943
378.1023,1454.0877
378.1153,1454.0903
378.1265,1454.1001
378.1225,1454.1053
378.1659,1454.0876
378.2067,1454.0818
378.1085,1454.1002
378.1039,1454.098
378.1216,1454.0913
378.0752,1454.1026
378.2532,1454.0896
378.1394,1454.1015
378.258,1454.089
378.2244,1454.0791
378.1629,1454.0917
377.9921,1454.1193
378.1956,1454.0941
378.1441,1454.0989
378.2369,1454.0933
378.2676,1454.0805
378.319,1454.0749
378.4087,1454.0611
378.3339,1454.0646
378.4504,1454.0527
378.3855,1454.0603
378.4892,1454.0432
378.4806,1454.0449
378.265,1454.0814
378.2697,1454.0751
378.3197,1454.0724
378.4441,1454.0532
378.4338,1454.0488
378.3131,1454.0671
378.4421,1454.0586
378.4006,1454.0635
378.566,1454.0353
378.6368,1454.0288
378.7595,1454.0136
378.5818,1454.0365
378.5721,1454.0386
378.5425,1454.0395
378.6136,1454.0289
378.638,1454.0227
378.6906,1454.0218
378.7565,1454.0124
378.5357,1454.0372
378.4975,1454.0497
378.4838,1454.042
378.7055,1454.0169
378.6065,1454.025
378.7488,1454.0013
378.6542,1454.0203
378.5744,1454.0324
378.5017,1454.0466
378.8034,1453.996
378.7264,1454.0171
378.6659,1454.0241
378.7071,1454.0206
378.7382,1454.0021
378.6356,1454.018
378.6305,1454.0125
378.7742,1453.9995
378.7896,1454.0018
378.6964,1454.0206
378.811,1453.9999
378.7692,1454.005
378.7982,1454.0167
378.8916,1453.9878
379.0885,1453.9766
378.8339,1454.0088
378.797,1454.0126
378.9054,1453.9965
378.9244,1453.9854
378.8715,1454.0075
378.8785,1454.0005
378.8066,1454.0124
378.8481,1454.012
378.896,1453.9966
379.0501,1453.986
378.8595,1454.0086
378.8996,1453.9928
378.9553,1453.9881
378.8915,1453.9978
379.003,1453.979
379.0142,1453.9768
379.1395,1453.96
378.9957,1453.9808
378.9792,1453.9788
379.0344,1453.9709
378.9368,1453.9893
379.0682,1453.968
379.106,1453.9581
379.095,1453.9607
379.0484,1453.9714
379.0156,1453.9761
379.1058,1453.9593
379.0871,1453.9715
379.1816,1453.9498
379.0898,1453.972
379.0717,1453.9679
379.1991,1453.9474
379.1973,1453.9496
379.2214,1453.9437
379.0173,1453.98
378.9583,1453.9876
379.0842,1453.9732
379.0752,1453.9689
379.1329,1453.9649
379.1571,1453.9619
379.0044,1453.9806
379.0829,1453.9784
379.1673,1453.9597
379.239,1453.9436
379.1359,1453.964
379.1279,1453.9709
379.1921,1453.955
379.4412,1453.9216
379.3356,1453.9304
379.248,1453.9446
379.2957,1453.9357
379.3674,1453.9293
379.223,1453.9487
379.5036,1453.9047
379.3841,1453.9222
379.3885,1453.9212
379.2981,1453.9348
379.4751,1453.9106
379.4113,1453.9206
379.2938,1453.937
379.2183,1453.9421
379.2539,1453.9421
379.3229,1453.9392
379.3677,1453.9329
379.4174,1453.9262
379.4539,1453.9204
379.3153,1453.9379
379.2985,1453.9509
379.2267,1453.9551
379.2205,1453.953
379.315,1453.9432
379.3771,1453.9303
379.4068,1453.9322
379.3172,1453.9354
379.3453,1453.9407
379.2935,1453.9443
379.5034,1453.9055
379.5478,1453.9051
379.4897,1453.9166
379.4907,1453.9226
379.4944,1453.9145
379.6439,1453.8955
379.7092,1453.8852
379.6777,1453.891
379.5855,1453.9111
379.5776,1453.9121
379.734,1453.8902
379.8049,1453.8763
379.6162,1453.8976
379.8072,1453.87
379.7953,1453.8629
379.8718,1453.8621
379.8299,1453.8719
379.6496,1453.885
379.6948,1453.8952
379.8119,1453.8708
379.9339,1453.8563
379.8296,1453.8654
379.9201,1453.8537
379.7366,1453.8732
379.9773,1453.8362
379.9297,1453.8474
379.975,1453.837
379.8975,1453.8489
379.8385,1453.8595
379.9155,1453.8458
379.9722,1453.8413
379.8703,1453.8563
379.8848,1453.8444
379.9958,1453.8326
379.8672,1453.8611
379.9638,1453.8477
379.9711,1453.8446
380.0232,1453.837
380.0551,1453.8361
380.1009,1453.8256
380.004,1453.8329
379.9914,1453.8324
379.9822,1453.8327
380.2147,1453.8074
380.1589,1453.8107
380.1524,1453.8157
379.8891,1453.8472
380.0856,1453.8158
380.1985,1453.8023
380.0038,1453.8387
380.0177,1453.8319
380.0098,1453.8262
380.1988,1453.8005
380.2168,1453.7973
380.1134,1453.8083
380.1358,1453.8133
380.1905,1453.8058
380.1272,1453.8071
380.1277,1453.8077
380.1076,1453.8106
380.0191,1453.8205
380.2191,1453.8061
380.0828,1453.8134
380.0557,1453.82
379.9596,1453.8357
380.0584,1453.8178
380.1695,1453.8117
380.2259,1453.7942
380.2727,1453.7877
380.006,1453.8244
380.1103,1453.8085
380.0909,1453.8157
380.2033,1453.7911
380.1412,1453.804
380.1579,1453.7961
380.2927,1453.7862
380.2157,1453.7976
380.1054,1453.8145
380.3381,1453.7882
380.3587,1453.7775
380.1852,1453.1752
,
380.2046,1451.5807
380.132,1450.145
380.0051,1448.6583
380.0306,1447.1803
379.8324,1445.5226
380.0075,1443.8905
379.8156,1442.4257
379.7042,1440.9791
379.7908,1439.4444
379.5926,1437.966
379.6091,1436.5137
379.461,1435.0064
379.2999,1433.5585
379.1064,1431.8893
379.2202,1430.3667
379.1272,1428.888
379.0216,1427.4344
378.935,1425.8776
379.1007,1424.3129
378.818,1422.8715
378.7174,1421.4022
378.6865,1419.8968
378.6726,1418.0743
378.5457,1416.597
378.3223,1415.126
378.1783,1413.6748
378.3064,1412.1442
378.0755,1410.7431
378.0472,1409.2593
377.9555,1407.7784
377.8314,1406.223
377.7057,1404.6803
377.6582,1403.2066
377.685,1401.7063
377.6,1400.238
377.5652,1398.688
377.311,1397.2433
377.3228,1395.7605
377.2231,1394.3092
377.2577,1392.5657
377.1095,1391.0558
377.1472,1389.5655
377.0677,1388.086
377.1296,1386.5529
376.9871,1385.1033
376.892,1383.6388
376.7421,1382.1641
376.7188,1380.6626
376.6672,1378.9978
376.5841,1377.523
376.4465,1376.0441
376.3724,1374.586
376.2801,1373.0101
376.2515,1371.519
376.1684,1370.0336
376.0629,1368.5918
376.0629,1366.9072
375.8616,1365.2978
375.9013,1363.8123
375.8765,1362.337
375.6624,1360.875
375.67,1359.393
375.5489,1357.9347
375.5462,1356.4557
375.3313,1354.9994
375.399,1353.2846
375.2823,1351.8428
375.1414,1350.3726
375.1984,1348.8846
375.0523,1347.3269
374.9901,1345.8628
374.9429,1344.373
374.8216,1342.9222
374.8318,1341.256
374.878,1339.6203
374.5807,1338.1723
374.4919,1336.7191
374.4774,1335.1963
374.3346,1333.7114
374.4065,1332.2292
374.1325,1330.786
374.0299,1329.3158
373.9912,1327.5586
373.8439,1326.1304
373.8021,1324.6423
373.7845,1323.1762
373.6707,1321.5768
373.5275,1320.106
373.5333,1318.6145
373.5827,1317.1369
373.3872,1315.4239
373.2995,1313.7844
373.1271,1312.3043
373.0934,1310.8288
373.0376,1309.3464
373.0141,1307.91
372.8693,1306.4513
372.8527,1304.963
372.8455,1303.4383
372.7773,1301.838
372.6916,1300.3567
372.6003,1298.8776
372.5238,1297.4041
372.2636,1295.8909
372.2094,1294.4289
372.2157,1292.9483
372.0381,1291.495
371.9214,1289.798
371.8869,1288.2984
371.7771,1286.7986
371.7131,1285.3298
371.6188,1283.8402
371.5819,1282.3926
371.5293,1280.9085
371.3957,1279.4444
371.2236,1277.8693
371.2905,1276.2873
371.1444,1274.8226
371.0554,1273.3533
370.8895,1271.8488
370.7745,1270.3378
370.5823,1268.8796
370.4481,1267.4203
370.4246,1265.8485
370.4808,1264.1241
370.3791,1262.6564
370.3512,1261.1801
370.3338,1259.6965
370.1621,1258.2573
370.1025,1256.8024
370.0248,1255.3177
370.0601,1253.8152
370.1041,1252.1394
369.8026,1250.7224
369.8223,1249.2252
369.5972,1247.774
369.4981,1246.231
369.4166,1244.7771
369.233,1243.3012
369.0664,1241.8605
369.0499,1240.1395
369.1683,1238.5852
369.1008,1237.0944
368.9798,1235.6397
368.7276,1234.1494
368.5625,1232.7155
368.4911,1231.2308
368.5762,1229.7388
368.4685,1228.1085
368.372,1226.5791
368.1156,1225.1306
368.0754,1223.6605
367.9146,1222.1097
368.006,1220.5961
367.8975,1219.1157
367.6526,1217.6728
367.6022,1216.0088
367.5587,1214.3806
367.5599,1212.8835
367.4128,1211.4264
367.4311,1209.9378
367.3328,1208.5002
367.3076,1207.0107
367.2255,1205.5478
367.065,1203.9996
366.8344,1202.4734
366.8112,1200.9866
366.7445,1199.518
366.5399,1198.0061
366.5845,1196.4918
366.4863,1195.0242
366.4568,1193.5535
366.3352,1191.9672
366.3232,1190.3273
366.3179,1188.8448
366.2419,1187.3678
366.1164,1185.8906
366.1749,1184.3997
365.8581,1182.9583
365.5892,1181.5228
365.6605,1179.9411
365.645,1178.3411
365.4103,1176.8988
365.3921,1175.4163
365.3258,1173.8856
365.1113,1172.379
365.1918,1170.8885
364.9405,1169.4487
365.0645,1167.8179
364.9422,1166.163
364.9095,1164.6882
364.7982,1163.2254
364.642,1161.7435
364.4847,1160.3126
364.4347,1158.8277
364.4375,1157.3472
364.2804,1155.7928
364.1898,1154.2374
363.9288,1152.7899
363.7989,1151.3448
363.8878,1149.7741
363.8317,1148.2814
363.6133,1146.8238
363.5832,1145.3513
363.5052,1143.6983
363.3499,1142.1207
363.2569,1140.6407
363.3287,1139.1604
363.1149,1137.6677
363.0253,1136.1969
362.8723,1134.7357
362.8417,1133.2684
362.8031,1131.6155
362.9004,1130.0655
362.62,1128.6088
362.5232,1127.1617
362.4011,1125.5817
362.3164,1124.0959
362.1122,1122.6316
362.0118,1121.1706
362.0952,1119.3538
361.9205,1117.8599
361.7178,1116.395
361.7145,1114.9204
361.581,1113.4762
361.5138,1112.0274
361.4399,1110.5383
361.2343,1109.0705
361.3749,1107.4125
361.1967,1105.9486
361.0603,1104.4885
360.8529,1103.0144
360.7153,1101.5109
360.6417,1100.0475
360.5974,1098.5675
360.6788,1096.9767
360.3574,1095.3787
360.3437,1093.8931
360.4095,1092.4182
360.2241,1090.9312
360.0312,1089.5046
360.1733,1087.9803
359.978,1086.541
359.8528,1084.9356
359.8325,1083.3883
359.5829,1081.9294
359.4717,1080.4826
359.5158,1078.8884
359.3906,1077.4362
359.1846,1075.9747
359.1516,1074.5101
359.0942,1072.7342
358.9786,1071.272
358.8043,1069.8011
358.7472,1068.328
358.6704,1066.8662
358.6731,1065.3984
358.5113,1063.9407
358.5069,1062.3871
358.2914,1060.8273
358.2632,1059.3486
358.2469,1057.8776
358.1978,1056.353
358.0461,1054.8705
357.8118,1053.4143
357.8203,1051.9422
357.6525,1050.2781
357.6344,1048.7218
357.4888,1047.2491
357.451,1045.7809
357.258,1044.2892
357.111,1042.8428
357.1526,1041.3441
357.1167,1039.8427
357.0148,1038.1849
356.8762,1036.7348
356.5705,1035.2893
356.5909,1033.7505
356.4761,1032.2357
356.3101,1030.7848
356.2425,1029.3016
356.2631,1027.6025
356.0212,1026.0484
356.0132,1024.5608
355.9254,1023.0658
355.7623,1021.6229
355.7187,1020.1638
355.6466,1018.667
355.4763,1017.1901
355.4539,1015.5862
355.2631,1014.1353
355.2728,1012.654
355.0493,1011.1697
355.0487,1009.6681
355.0119,1008.1702
354.8116,1006.7395
354.6824,1005.0772
354.6008,1003.5368
354.622,1002.0487
354.4671,1000.5928
354.3694,999.08132
354.1583,997.64561
354.1711,996.16885
354.1277,994.61941
353.9176,993.0425
353.8643,991.56955
353.7791,990.096
353.3921,988.59392
353.5512,987.08656
353.4305,985.59827
353.2564,984.15505
353.1644,982.40204
352.9279,980.92987
352.8795,979.45598
352.8342,977.97983
352.8039,976.50816
352.5831,975.06451
352.5002,973.60074
352.3707,972.01839
352.4193,970.4803
352.102,969.03055
352.1079,967.55277
352.2472,965.97256
352.1255,964.49924
351.8888,963.06735
351.8338,961.49816
351.6385,959.85529
351.5581,958.38899
351.5136,956.90049
351.337,955.40792
351.2013,953.96166
351.1414,952.47875
351.0291,951.02265
350.8162,949.30386
350.8136,947.84923
350.737,946.37314
350.6604,944.85492
350.6157,943.31275
350.3364,941.87761
350.2735,940.40356
350.3271,938.62824
350.2348,937.12131
350.0215,935.65111
349.9292,934.19882
349.7566,932.757
349.8263,931.2787
349.8059,929.78436
349.5909,928.24832
349.448,926.74817
349.2721,925.28654
349.1836,923.80624
349.0631,922.30224
349.0895,920.82223
348.9896,919.36963
348.7822,917.77771
348.656,916.21944
348.5251,914.75047
348.4896,913.2784
348.3182,911.80491
348.2454,910.34255
348.2386,908.87249
347.9536,907.34724
347.8664,905.7839
347.8524,904.30064
347.6788,902.84712
347.6581,901.29971
347.4244,899.84609
347.2078,898.40403
347.0965,896.8365
347.1199,895.19443
347.1246,893.68466
346.9273,892.25212
346.597,890.81804
346.5608,889.36548
346.2546,887.92468
346.3302,886.36969
346.1981,884.82691
346.1627,883.31128
345.9905,881.87585
345.8113,880.34277
345.8353,878.85802
345.538,877.42995
345.5817,875.83428
345.5977,874.20953
345.6025,872.70475
345.2745,871.28426
345.2105,869.78881
345.1896,868.30595
345.1047,866.85484
344.9262,865.31026
344.8004,863.73968
344.795,862.25598
344.5939,860.80374
344.6491,859.22415
344.4966,857.76564
344.2754,856.31024
344.2855,854.69807
344.0138,853.10437
343.8786,851.63474
343.7613,850.18085
343.576,848.72784
343.7019,847.24251
343.7174,845.7739
343.5371,844.20358
343.2131,842.73899
343.0888,841.27855
343.1426,839.76021
343.0934,838.25084
342.9166,836.81597
342.9447,835.32077
342.7454,833.68593
342.7736,832.15717
342.4799,830.70684
342.4063,829.22812
342.3531,827.76391
342.2432,826.29284
342.0484,824.83658
341.8843,823.20792
341.7585,821.73118
341.5334,820.28899
341.5115,818.72632
341.5587,817.22656
341.2764,815.79213
341.2924,814.2457
341.2175,812.55749
341.0985,811.09397
340.9282,809.65378
340.9468,808.15804
340.7205,806.71872
340.4423,805.28936
340.442,803.72435
340.459,802.17105
340.2541,800.70765
340.2323,799.2169
340.065,797.71291
339.895,796.26832
339.6376,794.82484
339.5811,793.14118
339.5905,791.6084
339.4037,790.16225
339.3215,788.66757
339.0347,787.22954
339.0332,785.73947
338.9634,784.24191
339.0558,782.57716
338.6965,781.16016
338.4948,779.72042
338.4347,778.14008
338.4261,776.64821
338.3755,775.18163
338.1006,773.57244
338.0392,771.9625
337.8497,770.49891
337.7293,769.03703
337.6411,767.58475
337.4465,766.12741
337.375,764.66389
337.3874,763.03737
337.2107,761.59785
337.0448,760.14992
336.9857,758.63464
336.8666,757.1764
336.8664,755.68704
336.7107,754.13562
336.5561,752.55818
336.4733,751.07497
336.3336,749.60934
336.129,748.16424
336.1262,746.68069
336.0184,745.21807
335.874,743.59263
335.6578,742.14953
335.6444,740.67215
335.5558,739.14055
335.4741,737.66281
335.283,736.19736
335.0177,734.63891
334.9341,733.04674
334.7845,731.58594
334.6658,730.11725
334.677,728.66344
334.5095,727.19852
334.3412,725.74287
334.2999,724.12584
334.1629,722.67027
334.0275,721.2091
333.9703,719.67509
333.7235,718.23581
333.5435,716.77409
333.2927,715.1516
333.2546,713.6139
333.4117,712.10301
333.1686,710.64643
332.9197,709.21093
332.8024,707.73553
332.6965,706.21035
332.4929,704.64787
332.4153,703.1713
332.2404,701.69813
332.0198,700.18779
331.9662,698.70681
331.6742,697.2783
331.7257,695.50568
331.4876,694.07931
331.3205,692.62175
331.3444,691.13789
331.1448,689.71124
330.7995,688.28549
330.8658,686.67936
330.7092,685.19838
330.8038,683.709
330.6168,682.21014
330.5029,680.74222
330.5214,679.26259
330.1837,677.71112
330.0185,676.16345
329.9768,674.6775
329.8065,673.21103
329.558,671.75617
329.4709,670.28416
329.4044,668.7555
329.4436,667.1717
329.2168,665.71302
329.1255,664.21962
328.8621,662.73247
328.7659,661.26796
328.6599,659.75204
328.4618,658.09773
328.5133,656.59983
328.3971,655.14028
328.1326,653.70993
328.0893,652.2387
327.8986,650.7718
327.8673,649.15457
327.6879,647.71657
327.5177,646.26084
327.3217,644.7316
327.0838,643.30284
327.1855,641.81683
326.9751,640.1167
326.7981,638.66456
326.6256,637.22067
326.5726,635.70543
326.4478,634.25221
326.1785,632.8203
325.9243,631.20237
325.9737,629.68634
325.8538,628.22668
325.7882,626.65257
325.5704,625.21346
325.2101,623.79485
325.4049,621.97387
325.1793,620.52228
325.0387,619.06977
324.8053,617.64617
324.718,616.18404
324.5755,614.74013
324.4928,613.13966
324.2373,611.71163
324.1856,610.24687
324.0952,608.72209
324.0419,607.26697
323.8015,605.81285
323.773,604.14555
323.5724,602.69916
323.5613,601.21082
323.2009,599.79882
322.9808,598.34553
322.7779,596.87859
322.6941,595.29549
322.7293,593.80156
322.7268,592.29812
322.3384,590.82131
322.3391,589.3388
322.0862,587.82457
321.9379,586.21707
321.8606,584.74899
321.6223,583.30605
321.698,581.83754
321.4873,580.37341
321.0643,578.89516
320.9981,577.37401
321.0249,575.8877
320.9124,574.38341
320.803,572.91293
320.5911,571.46824
320.4293,569.84925
320.2328,568.34295
320.2454,566.87737
320.0707,565.38876
319.9206,563.94645
319.6892,562.51034
319.453,560.88626
319.3376,559.43895
319.095,557.97659
318.9397,556.46104
318.9402,554.96718
318.7363,553.42644
318.6085,551.81177
318.5027,550.34723
318.1904,548.91459
317.9723,547.49427
317.9693,546.01521
317.7405,544.48414
317.5856,542.99759
317.3911,541.55468
317.48,540.01012
317.1628,538.58296
316.9879,537.13645
316.8505,535.46604
316.7514,534.01059
316.5171,532.56073
316.4372,531.09803
316.3048,529.62864
316.0155,528.13262
315.6816,526.63691
315.648,525.15789
315.5263,523.64026
315.5426,522.12837
315.1673,520.70457
315.0772,519.029
314.8176,517.58034
314.6866,516.11231
314.6118,514.65556
314.4126,513.20983
314.3364,511.68518
314.1829,510.16136
314.0753,508.69038
313.7699,507.22112
313.6036,505.75596
313.6299,504.2815
313.3861,502.63855
313.2218,501.17138
312.9968,499.72176
312.9324,498.23234
312.7816,496.77263
312.5649,495.25338
312.4635,493.71559
312.235,492.26024
312.2361,490.69623
312.0327,489.24254
311.7369,487.78695
311.6143,486.08446
311.3704,484.64527
311.2754,483.1827
310.9043,481.78462
310.8859,480.30671
310.8146,478.75702
310.6159,477.28886
310.4778,475.82465
310.2473,474.34819
310.1435,472.88664
309.9591,471.3556
309.8628,469.79767
309.7193,468.33385
309.4634,466.88777
309.3362,465.43814
309.2198,463.94438
308.8743,462.39954
308.707,460.94334
308.632,459.44185
308.2608,457.99473
308.249,456.52348
307.9965,454.89195
307.8568,453.42337
307.7961,451.94822
307.5766,450.52213
307.1573,449.11653
307.2119,447.53425
307.0831,446.03989
306.7764,444.6009
306.693,443.09595
