X,Y,I,In
0.68,8.61515,2,5.26315789473684
0.68,8.6303,5,13.1578947368421
0.68,8.64545,10,26.3157894736842
0.68,8.6606,6,15.7894736842105
0.68,8.67575,0,0
0.68,8.6909,0,0
0.68,8.70605,1,2.63157894736842
0.68,8.7212,2,5.26315789473684
0.68,8.73635,4,10.5263157894737
0.68,8.7515,2,5.26315789473684
0.68,8.76665,3,7.89473684210526
0.68,8.7818,2,5.26315789473684
0.68,8.79695,3,7.89473684210526
0.68,8.8121,2,5.26315789473684
0.68,8.82725,2,5.26315789473684
0.68,8.8424,3,7.89473684210526
0.68,8.8576,1,2.63157894736842
0.68,8.87275,0,0
0.68,8.8879,0,0
0.68,8.90305,0,0
0.68,8.9182,3,7.89473684210526
0.68,8.93335,2,5.26315789473684
0.68,8.9485,0,0
0.68,8.96365,2,5.26315789473684
0.68,8.9788,1,2.63157894736842
0.68,8.99395,1,2.63157894736842
0.68,9.0091,0,0
0.68,9.02425,0,0
0.68,9.0394,5,13.1578947368421
0.68,9.05455,0,0
0.68,9.0697,3,7.89473684210526
0.68,9.08485,1,2.63157894736842
0.68,9.1,0,0
0.695,8.1,1,2.63157894736842
0.695,8.11515,2,5.26315789473684
0.695,8.1303,0,0
0.695,8.14545,0,0
0.695,8.1606,0,0
0.695,8.17575,1,2.63157894736842
0.695,8.1909,1,2.63157894736842
0.695,8.20605,0,0
0.695,8.2212,1,2.63157894736842
0.695,8.23635,0,0
0.695,8.2515,0,0
0.695,8.26665,0,0
0.695,8.2818,1,2.63157894736842
0.695,8.29695,0,0
0.695,8.3121,2,5.26315789473684
0.695,8.32725,9,23.6842105263158
0.695,8.3424,9,23.6842105263158
0.695,8.3576,17,44.7368421052632
0.695,8.37275,16,42.1052631578947
0.695,8.3879,12,31.5789473684211
0.695,8.40305,21,55.2631578947368
0.695,8.4182,26,68.4210526315789
0.695,8.43335,23,60.5263157894737
0.695,8.4485,17,44.7368421052632
0.695,8.46365,11,28.9473684210526
0.695,8.4788,14,36.8421052631579
0.695,8.49395,16,42.1052631578947
0.695,8.5091,10,26.3157894736842
0.695,8.52425,12,31.5789473684211
0.695,8.5394,9,23.6842105263158
0.695,8.55455,3,7.89473684210526
0.695,8.5697,9,23.6842105263158
0.695,8.58485,3,7.89473684210526
0.695,8.6,9,23.6842105263158
0.695,8.61515,3,7.89473684210526
0.695,8.6303,7,18.4210526315789
0.695,8.64545,7,18.4210526315789
0.695,8.6606,5,13.1578947368421
0.695,8.67575,1,2.63157894736842
0.695,8.6909,1,2.63157894736842
0.695,8.70605,3,7.89473684210526
0.695,8.7212,3,7.89473684210526
0.695,8.73635,0,0
0.695,8.7515,1,2.63157894736842
0.695,8.76665,3,7.89473684210526
0.695,8.7818,1,2.63157894736842
0.695,8.79695,0,0
0.695,8.8121,0,0
0.695,8.82725,3,7.89473684210526
0.695,8.8424,2,5.26315789473684
0.695,8.8576,0,0
0.695,8.87275,0,0
0.695,8.8879,1,2.63157894736842
0.695,8.90305,0,0
0.695,8.9182,0,0
0.695,8.93335,0,0
0.695,8.9485,0,0
0.695,8.96365,0,0
0.695,8.9788,0,0
0.695,8.99395,3,7.89473684210526
0.695,9.0091,2,5.26315789473684
0.695,9.02425,1,2.63157894736842
0.695,9.0394,0,0
0.695,9.05455,4,10.5263157894737
0.695,9.0697,1,2.63157894736842
0.695,9.08485,0,0
0.695,9.1,1,2.63157894736842
0.71,8.1,1,2.63157894736842
0.71,8.11515,2,5.26315789473684
0.71,8.1303,0,0
0.71,8.14545,1,2.63157894736842
0.71,8.1606,0,0
0.71,8.17575,2,5.26315789473684
0.71,8.1909,2,5.26315789473684
0.71,8.20605,0,0
0.71,8.2212,4,10.5263157894737
0.71,8.23635,1,2.63157894736842
0.71,8.2515,1,2.63157894736842
0.71,8.26665,1,2.63157894736842
0.71,8.2818,1,2.63157894736842
0.71,8.29695,7,18.4210526315789
0.71,8.3121,9,23.6842105263158
0.71,8.32725,21,55.2631578947368
0.71,8.3424,23,60.5263157894737
0.71,8.3576,13,34.2105263157895
0.71,8.37275,8,21.0526315789474
0.71,8.3879,18,47.3684210526316
0.71,8.40305,30,78.9473684210526
0.71,8.4182,13,34.2105263157895
0.71,8.43335,11,28.9473684210526
0.71,8.4485,21,55.2631578947368
0.71,8.46365,11,28.9473684210526
0.71,8.4788,17,44.7368421052632
0.71,8.49395,20,52.6315789473684
0.71,8.5091,15,39.4736842105263
0.71,8.52425,9,23.6842105263158
0.71,8.5394,14,36.8421052631579
0.71,8.55455,13,34.2105263157895
0.71,8.5697,10,26.3157894736842
0.71,8.58485,13,34.2105263157895
0.71,8.6,6,15.7894736842105
0.71,8.61515,10,26.3157894736842
0.71,8.6303,13,34.2105263157895
0.71,8.64545,3,7.89473684210526
0.71,8.6606,2,5.26315789473684
0.71,8.67575,5,13.1578947368421
0.71,8.6909,3,7.89473684210526
0.71,8.70605,1,2.63157894736842
0.71,8.7212,0,0
0.71,8.73635,4,10.5263157894737
0.71,8.7515,0,0
0.71,8.76665,2,5.26315789473684
0.71,8.7818,0,0
0.71,8.79695,3,7.89473684210526
0.71,8.8121,0,0
0.71,8.82725,1,2.63157894736842
0.71,8.8424,0,0
0.71,8.8576,1,2.63157894736842
0.71,8.87275,0,0
0.71,8.8879,0,0
0.71,8.90305,2,5.26315789473684
0.71,8.9182,1,2.63157894736842
0.71,8.93335,0,0
0.71,8.9485,0,0
0.71,8.96365,0,0
0.71,8.9788,0,0
0.71,8.99395,1,2.63157894736842
0.71,9.0091,2,5.26315789473684
0.71,9.02425,0,0
0.71,9.0394,2,5.26315789473684
0.71,9.05455,1,2.63157894736842
0.71,9.0697,1,2.63157894736842
0.71,9.08485,0,0
0.71,9.1,1,2.63157894736842
0.725,8.1,0,0
0.725,8.11515,0,0
0.725,8.1303,0,0
0.725,8.14545,0,0
0.725,8.1606,1,2.63157894736842
0.725,8.17575,0,0
0.725,8.1909,0,0
0.725,8.20605,0,0
0.725,8.2212,0,0
0.725,8.23635,0,0
0.725,8.2515,1,2.63157894736842
0.725,8.26665,1,2.63157894736842
0.725,8.2818,3,7.89473684210526
0.725,8.29695,6,15.7894736842105
0.725,8.3121,13,34.2105263157895
0.725,8.32725,14,36.8421052631579
0.725,8.3424,18,47.3684210526316
0.725,8.3576,10,26.3157894736842
0.725,8.37275,13,34.2105263157895
0.725,8.3879,7,18.4210526315789
0.725,8.40305,14,36.8421052631579
0.725,8.4182,16,42.1052631578947
0.725,8.43335,16,42.1052631578947
0.725,8.4485,11,28.9473684210526
0.725,8.46365,21,55.2631578947368
0.725,8.4788,16,42.1052631578947
0.725,8.49395,12,31.5789473684211
0.725,8.5091,16,42.1052631578947
0.725,8.52425,12,31.5789473684211
0.725,8.5394,14,36.8421052631579
0.725,8.55455,19,50
0.725,8.5697,15,39.4736842105263
0.725,8.58485,13,34.2105263157895
0.725,8.6,11,28.9473684210526
0.725,8.61515,8,21.0526315789474
0.725,8.6303,5,13.1578947368421
0.725,8.64545,6,15.7894736842105
0.725,8.6606,5,13.1578947368421
0.725,8.67575,4,10.5263157894737
0.725,8.6909,2,5.26315789473684
0.725,8.70605,1,2.63157894736842
0.725,8.7212,0,0
0.725,8.73635,2,5.26315789473684
0.725,8.7515,1,2.63157894736842
0.725,8.76665,2,5.26315789473684
0.725,8.7818,3,7.89473684210526
0.725,8.79695,0,0
0.725,8.8121,0,0
0.725,8.82725,0,0
0.725,8.8424,3,7.89473684210526
0.725,8.8576,1,2.63157894736842
0.725,8.87275,0,0
0.725,8.8879,1,2.63157894736842
0.725,8.90305,0,0
0.725,8.9182,3,7.89473684210526
0.725,8.93335,5,13.1578947368421
0.725,8.9485,1,2.63157894736842
0.725,8.96365,0,0
0.725,8.9788,0,0
0.725,8.99395,0,0
0.725,9.0091,0,0
0.725,9.02425,0,0
0.725,9.0394,3,7.89473684210526
0.725,9.05455,1,2.63157894736842
0.725,9.0697,0,0
0.725,9.08485,0,0
0.725,9.1,0,0
0.74,8.1,1,2.63157894736842
0.74,8.11515,1,2.63157894736842
0.74,8.1303,1,2.63157894736842
0.74,8.14545,1,2.63157894736842
0.74,8.1606,0,0
0.74,8.17575,0,0
0.74,8.1909,0,0
0.74,8.20605,1,2.63157894736842
0.74,8.2212,0,0
0.74,8.23635,2,5.26315789473684
0.74,8.2515,3,7.89473684210526
0.74,8.26665,6,15.7894736842105
0.74,8.2818,5,13.1578947368421
0.74,8.29695,16,42.1052631578947
0.74,8.3121,15,39.4736842105263
0.74,8.32725,23,60.5263157894737
0.74,8.3424,12,31.5789473684211
0.74,8.3576,13,34.2105263157895
0.74,8.37275,13,34.2105263157895
0.74,8.3879,13,34.2105263157895
0.74,8.40305,16,42.1052631578947
0.74,8.4182,16,42.1052631578947
0.74,8.43335,18,47.3684210526316
0.74,8.4485,14,36.8421052631579
0.74,8.46365,21,55.2631578947368
0.74,8.4788,21,55.2631578947368
0.74,8.49395,17,44.7368421052632
0.74,8.5091,23,60.5263157894737
0.74,8.52425,14,36.8421052631579
0.74,8.5394,15,39.4736842105263
0.74,8.55455,15,39.4736842105263
0.74,8.5697,11,28.9473684210526
0.74,8.58485,12,31.5789473684211
0.74,8.6,8,21.0526315789474
0.74,8.61515,10,26.3157894736842
0.74,8.6303,13,34.2105263157895
0.74,8.64545,6,15.7894736842105
0.74,8.6606,7,18.4210526315789
0.74,8.67575,4,10.5263157894737
0.74,8.6909,3,7.89473684210526
0.74,8.70605,2,5.26315789473684
0.74,8.7212,1,2.63157894736842
0.74,8.73635,1,2.63157894736842
0.74,8.7515,2,5.26315789473684
0.74,8.76665,2,5.26315789473684
0.74,8.7818,1,2.63157894736842
0.74,8.79695,0,0
0.74,8.8121,0,0
0.74,8.82725,0,0
0.74,8.8424,4,10.5263157894737
0.74,8.8576,2,5.26315789473684
0.74,8.87275,1,2.63157894736842
0.74,8.8879,3,7.89473684210526
0.74,8.90305,1,2.63157894736842
0.74,8.9182,1,2.63157894736842
0.74,8.93335,2,5.26315789473684
0.74,8.9485,1,2.63157894736842
0.74,8.96365,0,0
0.74,8.9788,0,0
0.74,8.99395,5,13.1578947368421
0.74,9.0091,1,2.63157894736842
0.74,9.02425,0,0
0.74,9.0394,0,0
0.74,9.05455,2,5.26315789473684
0.74,9.0697,0,0
0.74,9.08485,2,5.26315789473684
0.74,9.1,2,5.26315789473684
0.755,8.1,0,0
0.755,8.11515,1,2.63157894736842
0.755,8.1303,0,0
0.755,8.14545,2,5.26315789473684
0.755,8.1606,0,0
0.755,8.17575,0,0
0.755,8.1909,2,5.26315789473684
0.755,8.20605,0,0
0.755,8.2212,0,0
0.755,8.23635,2,5.26315789473684
0.755,8.2515,9,23.6842105263158
0.755,8.26665,9,23.6842105263158
0.755,8.2818,16,42.1052631578947
0.755,8.29695,23,60.5263157894737
0.755,8.3121,23,60.5263157894737
0.755,8.32725,16,42.1052631578947
0.755,8.3424,20,52.6315789473684
0.755,8.3576,15,39.4736842105263
0.755,8.37275,15,39.4736842105263
0.755,8.3879,10,26.3157894736842
0.755,8.40305,15,39.4736842105263
0.755,8.4182,17,44.7368421052632
0.755,8.43335,15,39.4736842105263
0.755,8.4485,22,57.8947368421053
0.755,8.46365,13,34.2105263157895
0.755,8.4788,16,42.1052631578947
0.755,8.49395,15,39.4736842105263
0.755,8.5091,10,26.3157894736842
0.755,8.52425,18,47.3684210526316
0.755,8.5394,11,28.9473684210526
0.755,8.55455,14,36.8421052631579
0.755,8.5697,10,26.3157894736842
0.755,8.58485,12,31.5789473684211
0.755,8.6,4,10.5263157894737
0.755,8.61515,13,34.2105263157895
0.755,8.6303,9,23.6842105263158
0.755,8.64545,12,31.5789473684211
0.755,8.6606,6,15.7894736842105
0.755,8.67575,6,15.7894736842105
0.755,8.6909,2,5.26315789473684
0.755,8.70605,2,5.26315789473684
0.755,8.7212,0,0
0.755,8.73635,1,2.63157894736842
0.755,8.7515,0,0
0.755,8.76665,1,2.63157894736842
0.755,8.7818,1,2.63157894736842
0.755,8.79695,0,0
0.755,8.8121,0,0
0.755,8.82725,0,0
0.755,8.8424,1,2.63157894736842
0.755,8.8576,0,0
0.755,8.87275,0,0
0.755,8.8879,1,2.63157894736842
0.755,8.90305,2,5.26315789473684
0.755,8.9182,1,2.63157894736842
0.755,8.93335,0,0
0.755,8.9485,3,7.89473684210526
0.755,8.96365,1,2.63157894736842
0.755,8.9788,0,0
0.755,8.99395,2,5.26315789473684
0.755,9.0091,1,2.63157894736842
0.755,9.02425,1,2.63157894736842
0.755,9.0394,2,5.26315789473684
0.755,9.05455,1,2.63157894736842
0.755,9.0697,1,2.63157894736842
0.755,9.08485,2,5.26315789473684
0.755,9.1,0,0
0.77,8.1,0,0
0.77,8.11515,0,0
0.77,8.1303,1,2.63157894736842
0.77,8.14545,1,2.63157894736842
0.77,8.1606,2,5.26315789473684
0.77,8.17575,0,0
0.77,8.1909,0,0
0.77,8.20605,0,0
0.77,8.2212,0,0
0.77,8.23635,4,10.5263157894737
0.77,8.2515,12,31.5789473684211
0.77,8.26665,14,36.8421052631579
0.77,8.2818,18,47.3684210526316
0.77,8.29695,21,55.2631578947368
0.77,8.3121,18,47.3684210526316
0.77,8.32725,24,63.1578947368421
0.77,8.3424,18,47.3684210526316
0.77,8.3576,22,57.8947368421053
0.77,8.37275,10,26.3157894736842
0.77,8.3879,27,71.0526315789474
0.77,8.40305,16,42.1052631578947
0.77,8.4182,22,57.8947368421053
0.77,8.43335,15,39.4736842105263
0.77,8.4485,17,44.7368421052632
0.77,8.46365,15,39.4736842105263
0.77,8.4788,16,42.1052631578947
0.77,8.49395,16,42.1052631578947
0.77,8.5091,13,34.2105263157895
0.77,8.52425,16,42.1052631578947
0.77,8.5394,11,28.9473684210526
0.77,8.55455,12,31.5789473684211
0.77,8.5697,13,34.2105263157895
0.77,8.58485,14,36.8421052631579
0.77,8.6,21,55.2631578947368
0.77,8.61515,14,36.8421052631579
0.77,8.6303,6,15.7894736842105
0.77,8.64545,13,34.2105263157895
0.77,8.6606,9,23.6842105263158
0.77,8.67575,5,13.1578947368421
0.77,8.6909,4,10.5263157894737
0.77,8.70605,3,7.89473684210526
0.77,8.7212,1,2.63157894736842
0.77,8.73635,5,13.1578947368421
0.77,8.7515,2,5.26315789473684
0.77,8.76665,2,5.26315789473684
0.77,8.7818,0,0
0.77,8.79695,1,2.63157894736842
0.77,8.8121,0,0
0.77,8.82725,0,0
0.77,8.8424,0,0
0.77,8.8576,2,5.26315789473684
0.77,8.87275,1,2.63157894736842
0.77,8.8879,1,2.63157894736842
0.77,8.90305,3,7.89473684210526
0.77,8.9182,1,2.63157894736842
0.77,8.93335,2,5.26315789473684
0.77,8.9485,1,2.63157894736842
0.77,8.96365,1,2.63157894736842
0.77,8.9788,1,2.63157894736842
0.77,8.99395,3,7.89473684210526
0.77,9.0091,1,2.63157894736842
0.77,9.02425,0,0
0.77,9.0394,1,2.63157894736842
0.77,9.05455,3,7.89473684210526
0.77,9.0697,0,0
0.77,9.08485,3,7.89473684210526
0.77,9.1,2,5.26315789473684
0.785,8.1,0,0
0.785,8.11515,1,2.63157894736842
0.785,8.1303,2,5.26315789473684
0.785,8.14545,0,0
0.785,8.1606,1,2.63157894736842
0.785,8.17575,2,5.26315789473684
0.785,8.1909,1,2.63157894736842
0.785,8.20605,0,0
0.785,8.2212,1,2.63157894736842
0.785,8.23635,5,13.1578947368421
0.785,8.2515,4,10.5263157894737
0.785,8.26665,19,50
0.785,8.2818,24,63.1578947368421
0.785,8.29695,21,55.2631578947368
0.785,8.3121,12,31.5789473684211
0.785,8.32725,13,34.2105263157895
0.785,8.3424,17,44.7368421052632
0.785,8.3576,12,31.5789473684211
0.785,8.37275,20,52.6315789473684
0.785,8.3879,19,50
0.785,8.40305,19,50
0.785,8.4182,11,28.9473684210526
0.785,8.43335,12,31.5789473684211
0.785,8.4485,10,26.3157894736842
0.785,8.46365,17,44.7368421052632
0.785,8.4788,9,23.6842105263158
0.785,8.49395,17,44.7368421052632
0.785,8.5091,20,52.6315789473684
0.785,8.52425,11,28.9473684210526
0.785,8.5394,14,36.8421052631579
0.785,8.55455,18,47.3684210526316
0.785,8.5697,9,23.6842105263158
0.785,8.58485,13,34.2105263157895
0.785,8.6,13,34.2105263157895
0.785,8.61515,11,28.9473684210526
0.785,8.6303,6,15.7894736842105
0.785,8.64545,10,26.3157894736842
0.785,8.6606,8,21.0526315789474
0.785,8.67575,3,7.89473684210526
0.785,8.6909,4,10.5263157894737
0.785,8.70605,1,2.63157894736842
0.785,8.7212,3,7.89473684210526
0.785,8.73635,0,0
0.785,8.7515,0,0
0.785,8.76665,0,0
0.785,8.7818,1,2.63157894736842
0.785,8.79695,0,0
0.785,8.8121,1,2.63157894736842
0.785,8.82725,1,2.63157894736842
0.785,8.8424,0,0
0.785,8.8576,0,0
0.785,8.87275,2,5.26315789473684
0.785,8.8879,2,5.26315789473684
0.785,8.90305,0,0
0.785,8.9182,2,5.26315789473684
0.785,8.93335,0,0
0.785,8.9485,0,0
0.785,8.96365,1,2.63157894736842
0.785,8.9788,1,2.63157894736842
0.785,8.99395,0,0
0.785,9.0091,3,7.89473684210526
0.785,9.02425,0,0
0.785,9.0394,1,2.63157894736842
0.785,9.05455,1,2.63157894736842
0.785,9.0697,0,0
0.785,9.08485,3,7.89473684210526
0.785,9.1,0,0
0.8,8.1,1,2.63157894736842
0.8,8.11515,1,2.63157894736842
0.8,8.1303,0,0
0.8,8.14545,0,0
0.8,8.1606,1,2.63157894736842
0.8,8.17575,0,0
0.8,8.1909,1,2.63157894736842
0.8,8.20605,2,5.26315789473684
0.8,8.2212,4,10.5263157894737
0.8,8.23635,6,15.7894736842105
0.8,8.2515,7,18.4210526315789
0.8,8.26665,16,42.1052631578947
0.8,8.2818,21,55.2631578947368
0.8,8.29695,21,55.2631578947368
0.8,8.3121,22,57.8947368421053
0.8,8.32725,23,60.5263157894737
0.8,8.3424,22,57.8947368421053
0.8,8.3576,9,23.6842105263158
0.8,8.37275,13,34.2105263157895
0.8,8.3879,24,63.1578947368421
0.8,8.40305,15,39.4736842105263
0.8,8.4182,19,50
0.8,8.43335,14,36.8421052631579
0.8,8.4485,15,39.4736842105263
0.8,8.46365,16,42.1052631578947
0.8,8.4788,17,44.7368421052632
0.8,8.49395,19,50
0.8,8.5091,16,42.1052631578947
0.8,8.52425,10,26.3157894736842
0.8,8.5394,14,36.8421052631579
0.8,8.55455,11,28.9473684210526
0.8,8.5697,16,42.1052631578947
0.8,8.58485,15,39.4736842105263
0.8,8.6,8,21.0526315789474
0.8,8.61515,16,42.1052631578947
0.8,8.6303,8,21.0526315789474
0.8,8.64545,7,18.4210526315789
0.8,8.6606,6,15.7894736842105
0.8,8.67575,2,5.26315789473684
0.8,8.6909,1,2.63157894736842
0.8,8.70605,4,10.5263157894737
0.8,8.7212,0,0
0.8,8.73635,1,2.63157894736842
0.8,8.7515,0,0
0.8,8.76665,2,5.26315789473684
0.8,8.7818,0,0
0.8,8.79695,0,0
0.8,8.8121,1,2.63157894736842
0.8,8.82725,1,2.63157894736842
0.8,8.8424,2,5.26315789473684
0.8,8.8576,2,5.26315789473684
0.8,8.87275,1,2.63157894736842
0.8,8.8879,2,5.26315789473684
0.8,8.90305,0,0
0.8,8.9182,2,5.26315789473684
0.8,8.93335,0,0
0.8,8.9485,0,0
0.8,8.96365,0,0
0.8,8.9788,1,2.63157894736842
0.8,8.99395,1,2.63157894736842
0.8,9.0091,0,0
0.8,9.02425,1,2.63157894736842
0.8,9.0394,3,7.89473684210526
0.8,9.05455,0,0
0.8,9.0697,2,5.26315789473684
0.8,9.08485,0,0
0.8,9.1,0,0
0.815,8.1,1,2.63157894736842
0.815,8.11515,1,2.63157894736842
0.815,8.1303,0,0
0.815,8.14545,0,0
0.815,8.1606,2,5.26315789473684
0.815,8.17575,1,2.63157894736842
0.815,8.1909,1,2.63157894736842
0.815,8.20605,3,7.89473684210526
0.815,8.2212,2,5.26315789473684
0.815,8.23635,13,34.2105263157895
0.815,8.2515,23,60.5263157894737
0.815,8.26665,22,57.8947368421053
0.815,8.2818,19,50
0.815,8.29695,17,44.7368421052632
0.815,8.3121,16,42.1052631578947
0.815,8.32725,18,47.3684210526316
0.815,8.3424,11,28.9473684210526
0.815,8.3576,16,42.1052631578947
0.815,8.37275,7,18.4210526315789
0.815,8.3879,17,44.7368421052632
0.815,8.40305,9,23.6842105263158
0.815,8.4182,14,36.8421052631579
0.815,8.43335,13,34.2105263157895
0.815,8.4485,25,65.7894736842105
0.815,8.46365,15,39.4736842105263
0.815,8.4788,19,50
0.815,8.49395,17,44.7368421052632
0.815,8.5091,17,44.7368421052632
0.815,8.52425,19,50
0.815,8.5394,30,78.9473684210526
0.815,8.55455,24,63.1578947368421
0.815,8.5697,15,39.4736842105263
0.815,8.58485,16,42.1052631578947
0.815,8.6,19,50
0.815,8.61515,13,34.2105263157895
0.815,8.6303,13,34.2105263157895
0.815,8.64545,9,23.6842105263158
0.815,8.6606,1,2.63157894736842
0.815,8.67575,1,2.63157894736842
0.815,8.6909,2,5.26315789473684
0.815,8.70605,0,0
0.815,8.7212,0,0
0.815,8.73635,0,0
0.815,8.7515,0,0
0.815,8.76665,1,2.63157894736842
0.815,8.7818,0,0
0.815,8.79695,3,7.89473684210526
0.815,8.8121,2,5.26315789473684
0.815,8.82725,0,0
0.815,8.8424,0,0
0.815,8.8576,2,5.26315789473684
0.815,8.87275,2,5.26315789473684
0.815,8.8879,2,5.26315789473684
0.815,8.90305,1,2.63157894736842
0.815,8.9182,4,10.5263157894737
0.815,8.93335,1,2.63157894736842
0.815,8.9485,1,2.63157894736842
0.815,8.96365,0,0
0.815,8.9788,1,2.63157894736842
0.815,8.99395,3,7.89473684210526
0.815,9.0091,2,5.26315789473684
0.815,9.02425,2,5.26315789473684
0.815,9.0394,3,7.89473684210526
0.815,9.05455,4,10.5263157894737
0.815,9.0697,1,2.63157894736842
0.815,9.08485,1,2.63157894736842
0.815,9.1,1,2.63157894736842
0.83,8.1,0,0
0.83,8.11515,1,2.63157894736842
0.83,8.1303,2,5.26315789473684
0.83,8.14545,1,2.63157894736842
0.83,8.1606,0,0
0.83,8.17575,0,0
0.83,8.1909,3,7.89473684210526
0.83,8.20605,0,0
0.83,8.2212,4,10.5263157894737
0.83,8.23635,16,42.1052631578947
0.83,8.2515,32,84.2105263157895
0.83,8.26665,19,50
0.83,8.2818,34,89.4736842105263
0.83,8.29695,26,68.4210526315789
0.83,8.3121,23,60.5263157894737
0.83,8.32725,12,31.5789473684211
0.83,8.3424,16,42.1052631578947
0.83,8.3576,5,13.1578947368421
0.83,8.37275,14,36.8421052631579
0.83,8.3879,19,50
0.83,8.40305,18,47.3684210526316
0.83,8.4182,23,60.5263157894737
0.83,8.43335,17,44.7368421052632
0.83,8.4485,20,52.6315789473684
0.83,8.46365,22,57.8947368421053
0.83,8.4788,24,63.1578947368421
0.83,8.49395,27,71.0526315789474
0.83,8.5091,28,73.6842105263158
0.83,8.52425,18,47.3684210526316
0.83,8.5394,14,36.8421052631579
0.83,8.55455,30,78.9473684210526
0.83,8.5697,14,36.8421052631579
0.83,8.58485,17,44.7368421052632
0.83,8.6,21,55.2631578947368
0.83,8.61515,17,44.7368421052632
0.83,8.6303,6,15.7894736842105
0.83,8.64545,11,28.9473684210526
0.83,8.6606,6,15.7894736842105
0.83,8.67575,2,5.26315789473684
0.83,8.6909,1,2.63157894736842
0.83,8.70605,0,0
0.83,8.7212,3,7.89473684210526
0.83,8.73635,1,2.63157894736842
0.83,8.7515,1,2.63157894736842
0.83,8.76665,2,5.26315789473684
0.83,8.7818,2,5.26315789473684
0.83,8.79695,3,7.89473684210526
0.83,8.8121,0,0
0.83,8.82725,1,2.63157894736842
0.83,8.8424,0,0
0.83,8.8576,1,2.63157894736842
0.83,8.87275,2,5.26315789473684
0.83,8.8879,0,0
0.83,8.90305,1,2.63157894736842
0.83,8.9182,0,0
0.83,8.93335,1,2.63157894736842
0.83,8.9485,1,2.63157894736842
0.83,8.96365,1,2.63157894736842
0.83,8.9788,2,5.26315789473684
0.83,8.99395,0,0
0.83,9.0091,0,0
0.83,9.02425,0,0
0.83,9.0394,0,0
0.83,9.05455,0,0
0.83,9.0697,1,2.63157894736842
0.83,9.08485,2,5.26315789473684
0.83,9.1,1,2.63157894736842
0.845,8.1,2,5.26315789473684
0.845,8.11515,1,2.63157894736842
0.845,8.1303,0,0
0.845,8.14545,1,2.63157894736842
0.845,8.1606,1,2.63157894736842
0.845,8.17575,0,0
0.845,8.1909,0,0
0.845,8.20605,3,7.89473684210526
0.845,8.2212,5,13.1578947368421
0.845,8.23635,21,55.2631578947368
0.845,8.2515,22,57.8947368421053
0.845,8.26665,15,39.4736842105263
0.845,8.2818,33,86.8421052631579
0.845,8.29695,20,52.6315789473684
0.845,8.3121,16,42.1052631578947
0.845,8.32725,24,63.1578947368421
0.845,8.3424,18,47.3684210526316
0.845,8.3576,31,81.5789473684211
0.845,8.37275,14,36.8421052631579
0.845,8.3879,38,100
0.845,8.40305,18,47.3684210526316
0.845,8.4182,21,55.2631578947368
0.845,8.43335,28,73.6842105263158
0.845,8.4485,20,52.6315789473684
0.845,8.46365,22,57.8947368421053
0.845,8.4788,27,71.0526315789474
0.845,8.49395,21,55.2631578947368
0.845,8.5091,24,63.1578947368421
0.845,8.52425,23,60.5263157894737
0.845,8.5394,33,86.8421052631579
0.845,8.55455,22,57.8947368421053
0.845,8.5697,21,55.2631578947368
0.845,8.58485,15,39.4736842105263
0.845,8.6,29,76.3157894736842
0.845,8.61515,18,47.3684210526316
0.845,8.6303,7,18.4210526315789
0.845,8.64545,6,15.7894736842105
0.845,8.6606,3,7.89473684210526
0.845,8.67575,1,2.63157894736842
0.845,8.6909,3,7.89473684210526
0.845,8.70605,2,5.26315789473684
0.845,8.7212,1,2.63157894736842
0.845,8.73635,0,0
0.845,8.7515,2,5.26315789473684
0.845,8.76665,0,0
0.845,8.7818,0,0
0.845,8.79695,1,2.63157894736842
0.845,8.8121,2,5.26315789473684
0.845,8.82725,0,0
0.845,8.8424,0,0
0.845,8.8576,0,0
0.845,8.87275,0,0
0.845,8.8879,3,7.89473684210526
0.845,8.90305,1,2.63157894736842
0.845,8.9182,1,2.63157894736842
0.845,8.93335,0,0
0.845,8.9485,1,2.63157894736842
0.845,8.96365,0,0
0.845,8.9788,0,0
0.845,8.99395,2,5.26315789473684
0.845,9.0091,1,2.63157894736842
0.845,9.02425,2,5.26315789473684
0.845,9.0394,0,0
0.845,9.05455,0,0
0.845,9.0697,0,0
0.845,9.08485,0,0
0.845,9.1,0,0
0.86,8.1,2,5.26315789473684
0.86,8.11515,0,0
0.86,8.1303,1,2.63157894736842
0.86,8.14545,0,0
0.86,8.1606,1,2.63157894736842
0.86,8.17575,1,2.63157894736842
0.86,8.1909,3,7.89473684210526
0.86,8.20605,0,0
0.86,8.2212,5,13.1578947368421
0.86,8.23635,17,44.7368421052632
0.86,8.2515,20,52.6315789473684
0.86,8.26665,30,78.9473684210526
0.86,8.2818,22,57.8947368421053
0.86,8.29695,25,65.7894736842105
0.86,8.3121,18,47.3684210526316
0.86,8.32725,22,57.8947368421053
0.86,8.3424,20,52.6315789473684
0.86,8.3576,13,34.2105263157895
0.86,8.37275,16,42.1052631578947
0.86,8.3879,24,63.1578947368421
0.86,8.40305,16,42.1052631578947
0.86,8.4182,14,36.8421052631579
0.86,8.43335,25,65.7894736842105
0.86,8.4485,22,57.8947368421053
0.86,8.46365,24,63.1578947368421
0.86,8.4788,20,52.6315789473684
0.86,8.49395,18,47.3684210526316
0.86,8.5091,33,86.8421052631579
0.86,8.52425,15,39.4736842105263
0.86,8.5394,25,65.7894736842105
0.86,8.55455,20,52.6315789473684
