xposition,yposition,Fe_rel_conc
0.605,8.4182,4.89130434782609
0.605,8.43335,5.43478260869565
0.605,8.4485,5.43478260869565
0.605,8.46365,9.78260869565217
0.605,8.4788,7.60869565217391
0.605,8.49395,11.9565217391304
0.605,8.5091,20.1086956521739
0.605,8.52425,34.7826086956522
0.605,8.5394,45.6521739130435
0.605,8.55455,47.2826086956522
0.605,8.5697,64.1304347826087
0.605,8.58485,49.4565217391304
0.605,8.6,50.5434782608696
0.605,8.61515,68.4782608695652
0.605,8.6303,54.3478260869565
0.605,8.64545,61.9565217391304
0.605,8.6606,58.695652173913
0.605,8.67575,65.7608695652174
0.605,8.6909,64.1304347826087
0.605,8.70605,47.8260869565217
0.605,8.7212,48.3695652173913
0.605,8.73635,42.3913043478261
0.605,8.7515,45.6521739130435
0.605,8.76665,19.5652173913043
0.605,8.7818,15.7608695652174
0.605,8.79695,11.9565217391304
0.605,8.8121,9.23913043478261
0.605,8.82725,9.23913043478261
0.605,8.8424,9.78260869565217
0.605,8.8576,9.23913043478261
0.605,8.87275,13.0434782608696
0.605,8.8879,13.0434782608696
0.605,8.90305,8.69565217391304
0.605,8.9182,10.8695652173913
0.605,8.93335,12.5
0.605,8.9485,16.304347826087
0.605,8.96365,8.15217391304348
0.605,8.9788,10.8695652173913
0.605,8.99395,8.15217391304348
0.605,9.0091,9.78260869565217
0.605,9.02425,5.97826086956522
0.605,9.0394,6.52173913043478
0.605,9.05455,4.34782608695652
0.605,9.0697,3.26086956521739
0.605,9.08485,5.43478260869565
0.605,9.1,10.8695652173913
0.62,8.1,3.80434782608696
0.62,8.11515,2.71739130434783
0.62,8.1303,4.89130434782609
0.62,8.14545,2.71739130434783
0.62,8.1606,3.80434782608696
0.62,8.17575,1.08695652173913
0.62,8.1909,2.71739130434783
0.62,8.20605,2.71739130434783
0.62,8.2212,1.08695652173913
0.62,8.23635,4.34782608695652
0.62,8.2515,4.89130434782609
0.62,8.26665,4.89130434782609
0.62,8.2818,3.80434782608696
0.62,8.29695,2.71739130434783
0.62,8.3121,4.89130434782609
0.62,8.32725,4.89130434782609
0.62,8.3424,2.17391304347826
0.62,8.3576,2.17391304347826
0.62,8.37275,3.26086956521739
0.62,8.3879,2.71739130434783
0.62,8.40305,7.06521739130435
0.62,8.4182,4.89130434782609
0.62,8.43335,7.60869565217391
0.62,8.4485,8.15217391304348
0.62,8.46365,10.8695652173913
0.62,8.4788,26.6304347826087
0.62,8.49395,34.2391304347826
0.62,8.5091,48.9130434782609
0.62,8.52425,64.1304347826087
0.62,8.5394,59.7826086956522
0.62,8.55455,55.9782608695652
0.62,8.5697,67.3913043478261
0.62,8.58485,68.4782608695652
0.62,8.6,59.2391304347826
0.62,8.61515,76.0869565217391
0.62,8.6303,66.304347826087
0.62,8.64545,68.4782608695652
0.62,8.6606,73.9130434782609
0.62,8.67575,76.6304347826087
0.62,8.6909,78.804347826087
0.62,8.70605,66.304347826087
0.62,8.7212,71.195652173913
0.62,8.73635,47.2826086956522
0.62,8.7515,48.3695652173913
0.62,8.76665,41.304347826087
0.62,8.7818,35.8695652173913
0.62,8.79695,18.4782608695652
0.62,8.8121,16.8478260869565
0.62,8.82725,11.4130434782609
0.62,8.8424,8.15217391304348
0.62,8.8576,7.06521739130435
0.62,8.87275,5.97826086956522
0.62,8.8879,8.15217391304348
0.62,8.90305,10.8695652173913
0.62,8.9182,11.4130434782609
0.62,8.93335,8.69565217391304
0.62,8.9485,12.5
0.62,8.96365,15.7608695652174
0.62,8.9788,13.0434782608696
0.62,8.99395,4.34782608695652
0.62,9.0091,9.23913043478261
0.62,9.02425,2.71739130434783
0.62,9.0394,3.80434782608696
0.62,9.05455,3.26086956521739
0.62,9.0697,3.80434782608696
0.62,9.08485,7.60869565217391
0.62,9.1,6.52173913043478
0.635,8.1,3.80434782608696
0.635,8.11515,1.08695652173913
0.635,8.1303,3.26086956521739
0.635,8.14545,5.43478260869565
0.635,8.1606,2.71739130434783
0.635,8.17575,3.80434782608696
0.635,8.1909,2.17391304347826
0.635,8.20605,3.80434782608696
0.635,8.2212,3.26086956521739
0.635,8.23635,3.80434782608696
0.635,8.2515,3.80434782608696
0.635,8.26665,2.17391304347826
0.635,8.2818,2.71739130434783
0.635,8.29695,4.89130434782609
0.635,8.3121,4.34782608695652
0.635,8.32725,5.43478260869565
0.635,8.3424,3.80434782608696
0.635,8.3576,2.71739130434783
0.635,8.37275,4.89130434782609
0.635,8.3879,7.06521739130435
0.635,8.40305,10.8695652173913
0.635,8.4182,12.5
0.635,8.43335,14.1304347826087
0.635,8.4485,28.2608695652174
0.635,8.46365,52.7173913043478
0.635,8.4788,63.5869565217391
0.635,8.49395,50
0.635,8.5091,67.3913043478261
0.635,8.52425,52.7173913043478
0.635,8.5394,64.1304347826087
0.635,8.55455,64.6739130434783
0.635,8.5697,64.6739130434783
0.635,8.58485,83.695652173913
0.635,8.6,83.1521739130435
0.635,8.61515,66.8478260869565
0.635,8.6303,83.1521739130435
0.635,8.64545,82.6086956521739
0.635,8.6606,75.5434782608696
0.635,8.67575,76.6304347826087
0.635,8.6909,79.8913043478261
0.635,8.70605,71.195652173913
0.635,8.7212,72.8260869565217
0.635,8.73635,63.0434782608696
0.635,8.7515,60.3260869565217
0.635,8.76665,63.0434782608696
0.635,8.7818,52.7173913043478
0.635,8.79695,41.304347826087
0.635,8.8121,23.3695652173913
0.635,8.82725,22.8260869565217
0.635,8.8424,14.6739130434783
0.635,8.8576,8.15217391304348
0.635,8.87275,12.5
0.635,8.8879,8.69565217391304
0.635,8.90305,5.97826086956522
0.635,8.9182,16.304347826087
0.635,8.93335,12.5
0.635,8.9485,16.304347826087
0.635,8.96365,11.9565217391304
0.635,8.9788,15.2173913043478
0.635,8.99395,15.2173913043478
0.635,9.0091,8.15217391304348
0.635,9.02425,5.43478260869565
0.635,9.0394,4.89130434782609
0.635,9.05455,10.3260869565217
0.635,9.0697,5.43478260869565
0.635,9.08485,1.6304347826087
0.635,9.1,6.52173913043478
0.65,8.1,6.52173913043478
0.65,8.11515,4.89130434782609
0.65,8.1303,3.80434782608696
0.65,8.14545,3.26086956521739
0.65,8.1606,2.71739130434783
0.65,8.17575,0.543478260869565
0.65,8.1909,2.71739130434783
0.65,8.20605,2.71739130434783
0.65,8.2212,2.17391304347826
0.65,8.23635,3.80434782608696
0.65,8.2515,3.80434782608696
0.65,8.26665,5.43478260869565
0.65,8.2818,4.34782608695652
0.65,8.29695,4.34782608695652
0.65,8.3121,2.17391304347826
0.65,8.32725,4.34782608695652
0.65,8.3424,3.26086956521739
0.65,8.3576,5.97826086956522
0.65,8.37275,10.3260869565217
0.65,8.3879,11.4130434782609
0.65,8.40305,22.8260869565217
0.65,8.4182,42.9347826086956
0.65,8.43335,41.8478260869565
0.65,8.4485,57.0652173913044
0.65,8.46365,71.195652173913
0.65,8.4788,70.1086956521739
0.65,8.49395,65.2173913043478
0.65,8.5091,61.9565217391304
0.65,8.52425,63.0434782608696
0.65,8.5394,67.3913043478261
0.65,8.55455,70.6521739130435
0.65,8.5697,84.2391304347826
0.65,8.58485,94.5652173913043
0.65,8.6,79.8913043478261
0.65,8.61515,65.7608695652174
0.65,8.6303,64.6739130434783
0.65,8.64545,86.9565217391304
0.65,8.6606,72.8260869565217
0.65,8.67575,82.6086956521739
0.65,8.6909,69.5652173913043
0.65,8.70605,62.5
0.65,8.7212,60.3260869565217
0.65,8.73635,59.2391304347826
0.65,8.7515,61.4130434782609
0.65,8.76665,54.8913043478261
0.65,8.7818,69.5652173913043
0.65,8.79695,58.695652173913
0.65,8.8121,44.0217391304348
0.65,8.82725,28.804347826087
0.65,8.8424,19.5652173913043
0.65,8.8576,12.5
0.65,8.87275,9.78260869565217
0.65,8.8879,7.60869565217391
0.65,8.90305,9.78260869565217
0.65,8.9182,9.23913043478261
0.65,8.93335,11.4130434782609
0.65,8.9485,16.304347826087
0.65,8.96365,12.5
0.65,8.9788,13.0434782608696
0.65,8.99395,11.9565217391304
0.65,9.0091,7.60869565217391
0.65,9.02425,5.97826086956522
0.65,9.0394,5.43478260869565
0.65,9.05455,5.43478260869565
0.65,9.0697,5.97826086956522
0.65,9.08485,4.34782608695652
0.65,9.1,3.80434782608696
0.665,8.1,4.34782608695652
0.665,8.11515,4.34782608695652
0.665,8.1303,2.71739130434783
0.665,8.14545,2.71739130434783
0.665,8.1606,1.6304347826087
0.665,8.17575,8.15217391304348
0.665,8.1909,2.17391304347826
0.665,8.20605,0
0.665,8.2212,2.71739130434783
0.665,8.23635,5.97826086956522
0.665,8.2515,4.34782608695652
0.665,8.26665,3.26086956521739
0.665,8.2818,3.26086956521739
0.665,8.29695,4.89130434782609
0.665,8.3121,7.60869565217391
0.665,8.32725,5.97826086956522
0.665,8.3424,5.97826086956522
0.665,8.3576,10.8695652173913
0.665,8.37275,12.5
0.665,8.3879,33.695652173913
0.665,8.40305,52.7173913043478
0.665,8.4182,69.5652173913043
0.665,8.43335,66.8478260869565
0.665,8.4485,68.4782608695652
0.665,8.46365,71.7391304347826
0.665,8.4788,77.1739130434783
0.665,8.49395,57.0652173913044
0.665,8.5091,58.1521739130435
0.665,8.52425,50.5434782608696
0.665,8.5394,70.1086956521739
0.665,8.55455,80.4347826086957
0.665,8.5697,82.0652173913043
0.665,8.58485,91.8478260869565
0.665,8.6,92.3913043478261
0.665,8.61515,75.5434782608696
0.665,8.6303,65.2173913043478
0.665,8.64545,100
0.665,8.6606,84.2391304347826
0.665,8.67575,69.5652173913043
0.665,8.6909,73.9130434782609
0.665,8.70605,51.0869565217391
0.665,8.7212,50.5434782608696
0.665,8.73635,45.1086956521739
0.665,8.7515,48.3695652173913
0.665,8.76665,63.0434782608696
0.665,8.7818,57.0652173913044
0.665,8.79695,54.8913043478261
0.665,8.8121,50
0.665,8.82725,45.6521739130435
0.665,8.8424,35.3260869565217
0.665,8.8576,26.6304347826087
0.665,8.87275,13.0434782608696
0.665,8.8879,11.4130434782609
0.665,8.90305,11.9565217391304
0.665,8.9182,8.69565217391304
0.665,8.93335,16.8478260869565
0.665,8.9485,13.0434782608696
0.665,8.96365,11.4130434782609
0.665,8.9788,13.5869565217391
0.665,8.99395,10.8695652173913
0.665,9.0091,8.69565217391304
0.665,9.02425,6.52173913043478
0.665,9.0394,3.26086956521739
0.665,9.05455,3.26086956521739
0.665,9.0697,3.80434782608696
0.665,9.08485,4.89130434782609
0.665,9.1,4.89130434782609
0.68,8.1,4.34782608695652
0.68,8.11515,3.80434782608696
0.68,8.1303,3.80434782608696
0.68,8.14545,2.71739130434783
0.68,8.1606,2.17391304347826
0.68,8.17575,4.34782608695652
0.68,8.1909,4.34782608695652
0.68,8.20605,3.80434782608696
0.68,8.2212,2.71739130434783
0.68,8.23635,5.97826086956522
0.68,8.2515,5.43478260869565
0.68,8.26665,6.52173913043478
0.68,8.2818,5.43478260869565
0.68,8.29695,8.15217391304348
0.68,8.3121,7.60869565217391
0.68,8.32725,6.52173913043478
0.68,8.3424,15.7608695652174
0.68,8.3576,22.2826086956522
0.68,8.37275,35.3260869565217
0.68,8.3879,41.8478260869565
0.68,8.40305,66.8478260869565
