Velocity,NormIntensity
mm/s,a.u.
-1.2853,0.75462
-1.2731,0.72843
-1.261,0.70382
-1.2489,0.68179
-1.2368,0.66311
-1.2246,0.64825
-1.2125,0.63737
-1.2004,0.63035
-1.1883,0.62691
-1.1761,0.62666
-1.164,0.6292
-1.1519,0.63415
-1.1398,0.64116
-1.1276,0.64988
-1.1155,0.66004
-1.1034,0.67135
-1.0913,0.68354
-1.0791,0.69638
-1.067,0.70961
-1.0549,0.72302
-1.0428,0.73638
-1.0306,0.74947
-1.0185,0.7621
-1.0064,0.77405
-0.99425,0.78511
-0.98213,0.79506
-0.97,0.80369
-0.95788,0.81075
-0.94575,0.81599
-0.93363,0.81913
-0.9215,0.81991
-0.90938,0.8181
-0.89725,0.81349
-0.88513,0.80598
-0.873,0.79563
-0.86087,0.78264
-0.84875,0.76742
-0.83662,0.75059
-0.8245,0.73289
-0.81237,0.7152
-0.80025,0.69839
-0.78812,0.68325
-0.776,0.67044
-0.76387,0.66041
-0.75175,0.6534
-0.73962,0.64944
-0.7275,0.64842
-0.71537,0.65011
-0.70325,0.65422
-0.69112,0.66045
-0.679,0.6685
-0.66687,0.6781
-0.65475,0.689
-0.64263,0.70095
-0.6305,0.71374
-0.61838,0.72717
-0.60625,0.74105
-0.59413,0.75521
-0.582,0.76949
-0.56988,0.78374
-0.55775,0.79784
-0.54563,0.81165
-0.5335,0.82509
-0.52138,0.83806
-0.50925,0.8505
-0.49712,0.86235
-0.485,0.87357
-0.47287,0.88412
-0.46075,0.894
-0.44862,0.9032
-0.4365,0.91171
-0.42438,0.91956
-0.41225,0.92675
-0.40013,0.93333
-0.388,0.9393
-0.37588,0.94472
-0.36375,0.94961
-0.35163,0.954
-0.3395,0.95794
-0.32738,0.96145
-0.31525,0.96458
-0.30312,0.96735
-0.291,0.9698
-0.27887,0.97195
-0.26675,0.97383
-0.25462,0.97545
-0.2425,0.97684
-0.23037,0.978
-0.21825,0.97894
-0.20613,0.97966
-0.194,0.98016
-0.18188,0.98043
-0.16975,0.98044
-0.15762,0.98021
-0.1455,0.97971
-0.13337,0.97897
-0.12125,0.97802
-0.10912,0.97691
-0.097,0.97572
-0.084875,0.97456
-0.07275,0.97351
-0.060625,0.97265
-0.0485,0.97203
-0.036375,0.97166
-0.02425,0.97152
-0.012125,0.97159
0,0.97183
0.012125,0.97222
0.02425,0.97273
0.036375,0.97335
0.0485,0.97406
0.060625,0.97484
0.07275,0.97568
0.084875,0.97656
0.097,0.97748
0.10912,0.97843
0.12125,0.97938
0.13337,0.98034
0.1455,0.98129
0.15762,0.98222
0.16975,0.98313
0.18188,0.98401
0.194,0.98485
0.20613,0.98565
0.21825,0.98641
0.23037,0.98712
0.2425,0.98779
0.25462,0.9884
0.26675,0.98897
0.27887,0.98948
0.291,0.98995
0.30312,0.99038
0.31525,0.99075
0.32738,0.99109
0.3395,0.99138
0.35163,0.99164
0.36375,0.99186
0.37588,0.99204
0.388,0.9922
0.40013,0.99232
0.41225,0.99242
0.42438,0.99249
0.4365,0.99254
0.44862,0.99257
0.46075,0.99257
0.47287,0.99256
0.485,0.99253
0.49712,0.99248
0.50925,0.99242
0.52138,0.99234
0.5335,0.99224
0.54563,0.99213
0.55775,0.992
0.56988,0.99185
0.582,0.99169
0.59413,0.99152
0.60625,0.99132
0.61838,0.99111
0.6305,0.99089
0.64263,0.99064
0.65475,0.99037
0.66687,0.99008
0.679,0.98977
0.69112,0.98943
0.70325,0.98907
0.71537,0.98867
0.7275,0.98824
0.73962,0.98778
0.75175,0.98728
0.76387,0.98673
0.776,0.98614
0.78812,0.98548
0.80025,0.98477
0.81237,0.98398
0.8245,0.9831
0.83662,0.98212
0.84875,0.98102
0.86087,0.97978
0.873,0.97837
0.88513,0.97675
0.89725,0.97489
0.90938,0.97275
0.9215,0.97029
0.93363,0.96749
0.94575,0.96435
0.95788,0.96086
0.97,0.95705
0.98213,0.95298
0.99425,0.94867
1.0064,0.94416
1.0185,0.93943
1.0306,0.93439
1.0428,0.9289
1.0549,0.92276
1.067,0.91572
1.0791,0.90749
1.0913,0.89775
1.1034,0.88618
