Velocity,NormIntensity
mm/s,a.u.
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-9,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-8,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-7,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-6,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-5,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-4,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-3,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-2,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.94737
0,0.89474
0,0.89474
0,0.89474
0,0.89474
0,0.89474
0,0.84211
0,0.84211
0,0.84211
0,0.84211
0,0.78947
0,0.78947
0,0.73684
0,0.73684
0,0.73684
0,0.68421
0,0.68421
0,0.63158
0,0.63158
0,0.57895
0,0.52632
0,0.52632
0,0.47368
0,0.47368
0,0.42105
0,0.42105
0,0.36842
0,0.31579
0,0.31579
0,0.26316
0,0.26316
0,0.21053
0,0.21053
0,0.21053
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.15789
0,0.21053
0,0.21053
0,0.21053
0,0.26316
0,0.26316
0,0.31579
0,0.31579
0,0.36842
0,0.36842
0,0.36842
0,0.42105
0,0.42105
0,0.47368
0,0.47368
0,0.47368
0,0.47368
0,0.52632
0,0.52632
0,0.52632
0,0.52632
0,0.52632
0,0.52632
0,0.52632
0,0.52632
0,0.47368
0,0.47368
0,0.47368
0,0.42105
0,0.42105
0,0.42105
0,0.36842
0,0.36842
0,0.31579
0,0.26316
0,0.26316
0,0.21053
0,0.21053
0,0.15789
0,0.15789
0,0.10526
0,0.10526
0,0.052632
0,0.052632
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.052632
0,0.052632
0,0.052632
0,0.10526
0,0.10526
0,0.15789
0,0.21053
0,0.21053
0,0.26316
0,0.31579
0,0.31579
0,0.36842
0,0.42105
0,0.42105
0,0.47368
0,0.52632
0,0.52632
0,0.57895
0,0.57895
0,0.63158
0,0.68421
0,0.68421
0,0.73684
0,0.73684
0,0.78947
