e         norm        nbkg        flat        fbkg        nder        nsec
  7113.5000       0.70912050E-01   0.70912048E-01   0.70912048E-01   0.70912048E-01  -0.66783568E-02  -0.22440130E-01
  7113.5982       0.69938923E-01   0.69938920E-01   0.69938920E-01   0.69938920E-01  -0.83556793E-02  -0.78131949E-02
  7113.6996       0.69244298E-01   0.69244296E-01   0.69244296E-01   0.69244296E-01  -0.82378314E-02  -0.50996774E-02
  7113.7994       0.68281166E-01   0.68281164E-01   0.68281164E-01   0.68281164E-01  -0.93819231E-02  -0.62681584E-02
  7113.8976       0.67386950E-01   0.67386947E-01   0.67386947E-01   0.67386947E-01  -0.94787450E-02  -0.15256388E-01
  7114.0006       0.66373578E-01   0.66373576E-01   0.66373576E-01   0.66373576E-01  -0.12452256E-01  -0.21873147E-01
  7114.1005       0.64860499E-01   0.64860497E-01   0.64860497E-01   0.64860497E-01  -0.13916610E-01  -0.16902878E-01
  7114.1986       0.63618243E-01   0.63618240E-01   0.63618240E-01   0.63618240E-01  -0.15798840E-01  -0.98512049E-02
  7114.3017       0.61680714E-01   0.61680712E-01   0.61680712E-01   0.61680712E-01  -0.15899332E-01   0.17589352E-01
  7114.4015       0.60392141E-01   0.60392139E-01   0.60392139E-01   0.60392139E-01  -0.12229820E-01   0.24509716E-01
  7114.4997       0.59259136E-01   0.59259134E-01   0.59259134E-01   0.59259134E-01  -0.11046261E-01   0.15160559E-01
  7114.5979       0.58222931E-01   0.58222929E-01   0.58222929E-01   0.58222929E-01  -0.92526647E-02   0.18836677E-01
  7114.6961       0.57442098E-01   0.57442096E-01   0.57442096E-01   0.57442096E-01  -0.73471145E-02   0.26048442E-01
  7114.8008       0.56731959E-01   0.56731957E-01   0.56731957E-01   0.56731957E-01  -0.39665762E-02   0.27377333E-01
  7114.9007       0.56630636E-01   0.56630634E-01   0.56630634E-01   0.56630634E-01  -0.17463967E-02   0.98833207E-02
  7114.9972       0.56388971E-01   0.56388969E-01   0.56388969E-01   0.56388969E-01  -0.20255118E-02  -0.24694857E-02
  7115.0987       0.56229501E-01   0.56229499E-01   0.56229499E-01   0.56229499E-01  -0.22354561E-02   0.16042906E-01
  7115.1986       0.55938929E-01   0.55938927E-01   0.55938927E-01   0.55938927E-01   0.12042461E-02   0.42879978E-01
  7115.2984       0.56469976E-01   0.56469974E-01   0.56469974E-01   0.56469974E-01   0.63272038E-02   0.18621641E-01
  7115.3999       0.57212791E-01   0.57212789E-01   0.57212789E-01   0.57212789E-01   0.49533598E-02  -0.15304621E-01
  7115.4997       0.57467271E-01   0.57467268E-01   0.57467268E-01   0.57467268E-01   0.32458173E-02  -0.67900368E-03
  7115.5996       0.57861003E-01   0.57861001E-01   0.57861001E-01   0.57861001E-01   0.48177580E-02   0.14885069E-01
  7115.7011       0.58437321E-01   0.58437319E-01   0.58437319E-01   0.58437319E-01   0.62429111E-02   0.17604564E-01
  7115.7993       0.59107825E-01   0.59107823E-01   0.59107823E-01   0.59107823E-01   0.83337062E-02   0.21189119E-01
  7115.9008       0.60101762E-01   0.60101760E-01   0.60101760E-01   0.60101760E-01   0.10474887E-01   0.15111599E-01
  7116.0040       0.61251416E-01   0.61251414E-01   0.61251414E-01   0.61251414E-01   0.11426159E-01   0.97658630E-02
  7116.1006       0.62383978E-01   0.62383975E-01   0.62383975E-01   0.62383975E-01   0.12425481E-01   0.75812267E-02
  7116.1972       0.63651932E-01   0.63651930E-01   0.63651930E-01   0.63651930E-01   0.12890799E-01   0.83112909E-02
  7116.2987       0.64937774E-01   0.64937771E-01   0.64937771E-01   0.64937771E-01   0.14072031E-01   0.76431308E-02
  7116.4002       0.66508934E-01   0.66508932E-01   0.66508932E-01   0.66508932E-01   0.14442561E-01   0.13552186E-02
  7116.5001       0.67846448E-01   0.67846445E-01   0.67846445E-01   0.67846445E-01   0.14344967E-01  -0.22410481E-02
  7116.5999       0.69374557E-01   0.69374554E-01   0.69374554E-01   0.69374554E-01   0.13994878E-01   0.62299529E-02
  7116.6998       0.70642218E-01   0.70642216E-01   0.70642216E-01   0.70642216E-01   0.15589530E-01   0.15505785E-01
  7116.8014       0.72514506E-01   0.72514504E-01   0.72514504E-01   0.72514504E-01   0.17117960E-01   0.93481083E-02
  7116.8996       0.74062079E-01   0.74062076E-01   0.74062076E-01   0.74062076E-01   0.17457114E-01   0.14217142E-01
  7116.9995       0.75973651E-01   0.75973648E-01   0.75973648E-01   0.75973648E-01   0.19935101E-01   0.33301728E-01
  7117.0978       0.78012359E-01   0.78012356E-01   0.78012356E-01   0.78012356E-01   0.24056085E-01   0.30424333E-01
  7117.1960       0.80701249E-01   0.80701246E-01   0.80701246E-01   0.80701246E-01   0.25914212E-01   0.40567666E-02
  7117.3009       0.83275043E-01   0.83275040E-01   0.83275040E-01   0.83275040E-01   0.24879937E-01  -0.53024053E-02
  7117.4008       0.85794794E-01   0.85794791E-01   0.85794791E-01   0.85794791E-01   0.24828678E-01   0.18369424E-01
  7117.4974       0.88154921E-01   0.88154917E-01   0.88154917E-01   0.88154917E-01   0.28490300E-01   0.40642530E-01
  7117.5973       0.91394506E-01   0.91394502E-01   0.91394502E-01   0.91394502E-01   0.32816885E-01   0.88842690E-02
  7117.7005       0.94820194E-01   0.94820191E-01   0.94820191E-01   0.94820191E-01   0.30294740E-01   0.11493069E-01
  7117.8021       0.97597323E-01   0.97597320E-01   0.97597320E-01   0.97597320E-01   0.35170080E-01   0.51920207E-01
  7117.9003       0.10184862       0.10184861       0.10184861       0.10184861       0.40670526E-01   0.10026295E-01
  7117.9986       0.10559197       0.10559197       0.10559197       0.10559197       0.37140959E-01  -0.11225768E-01
  7118.1002       0.10927131       0.10927131       0.10927131       0.10927131       0.38427034E-01   0.25799321E-01
  7118.2001       0.11333486       0.11333486       0.11333486       0.11333486       0.42339419E-01   0.29112362E-01
  7118.2968       0.11759473       0.11759473       0.11759473       0.11759473       0.44150175E-01   0.39999711E-01
  7118.4000       0.12215916       0.12215915       0.12215915       0.12215915       0.50334161E-01   0.62149940E-01
  7118.4983       0.12773777       0.12773777       0.12773777       0.12773777       0.56674258E-01   0.18666729E-01
  7118.5966       0.13330160       0.13330160       0.13330160       0.13330160       0.54004133E-01  -0.14913582E-01
  7118.6982       0.13853255       0.13853255       0.13853255       0.13853255       0.53693212E-01   0.12676278E-01
  7118.8014       0.14429845       0.14429845       0.14429845       0.14429845       0.56600349E-01   0.33056947E-01
  7118.9046       0.15021792       0.15021791       0.15021791       0.15021791       0.60517951E-01   0.43739430E-01
  7118.9980       0.15619798       0.15619797       0.15619797       0.15619797       0.65200746E-01   0.31997552E-01
  7119.0964       0.16271808       0.16271807       0.16271807       0.16271807       0.66652457E-01   0.27894722E-01
  7119.1980       0.16952294       0.16952293       0.16952293       0.16952293       0.70777375E-01   0.27736316E-01
  7119.2996       0.17710004       0.17710003       0.17710003       0.17710003       0.72288477E-01  -0.40521394E-02
  7119.3979       0.18397550       0.18397549       0.18397549       0.18397549       0.69967235E-01   0.21601823E-01
  7119.4979       0.19097426       0.19097425       0.19097425       0.19097425       0.76572032E-01   0.79170694E-01
  7119.5995       0.19941081       0.19941081       0.19941081       0.19941081       0.85926384E-01   0.15270952E-01
  7119.6978       0.20815490       0.20815489       0.20815489       0.20815489       0.79625398E-01  -0.39199572E-01
  7119.7994       0.21533207       0.21533206       0.21533206       0.21533206       0.78088351E-01   0.22676206E-01
  7119.8978       0.22376921       0.22376920       0.22376920       0.22376920       0.84159664E-01   0.24230866E-01
  7119.9977       0.23202304       0.23202303       0.23202303       0.23202303       0.82893938E-01   0.17185876E-01
  7120.0994       0.24048137       0.24048137       0.24048137       0.24048137       0.87624491E-01   0.36108400E-01
  7120.1977       0.24954574       0.24954573       0.24954573       0.24954573       0.90114715E-01   0.15975348E-01
  7120.2961       0.25820721       0.25820720       0.25820720       0.25820720       0.90766890E-01   0.27225386E-02
  7120.3961       0.26754917       0.26754916       0.26754916       0.26754916       0.90654725E-01  -0.51926463E-01
  7120.4977       0.27648610       0.27648609       0.27648609       0.27648609       0.80296853E-01  -0.22641251E-01
  7120.5993       0.28387168       0.28387167       0.28387167       0.28387167       0.86052280E-01   0.78999253E-01
  7120.6993       0.29383803       0.29383802       0.29383802       0.29383802       0.96226579E-01   0.54847844E-01
  7120.7944       0.30264471       0.30264470       0.30264470       0.30264470       0.96752655E-01  -0.80567724E-02
  7120.8944       0.31271428       0.31271427       0.31271427       0.31271427       0.94654719E-01   0.22834635E-02
  7120.9994       0.32204335       0.32204333       0.32204333       0.32204333       0.97220631E-01  -0.28269272E-01
  7121.0994       0.33263936       0.33263934       0.33263934       0.33263934       0.88861016E-01   0.58435716E-01
  7121.1994       0.33981857       0.33981856       0.33981856       0.33981856       0.10890976       0.14632851
  7121.2978       0.35424705       0.35424704       0.35424704       0.35424704       0.11789259      -0.15882040E-01
  7121.3978       0.36320917        1.2330331       0.36322431        1.2330483       0.10575867      -0.11648473E-01
  7121.4978       0.37540418        1.2312868       0.37543446        1.2313171       0.11556230       0.25837556E-01
