NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.465,2.478,1.949,2.009,1.922,1.472,1.36,1.294,1.201,1.366,1.272,1.213,1.42,1.31,1.388,1.303,1.07,1.241,1.215,1.299,1.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.496,2.238,1.805,2.066,1.9,1.526,1.46,1.337,1.212,1.151,1.143,1.283,1.456,1.457,1.592,1.34,1.153,1.242,1.391,1.276,1.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.202,2.202,1.66,1.482,1.641,1.49,1.456,1.358,1.212,1.303,1.271,1.163,1.321,1.519,2.549,1.87,1.22,1.376,1.343,1.334,1.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.496,1.789,1.729,1.414,1.515,1.349,1.305,1.125,1.369,1.307,1.604,1.355,1.189,NaN,2.096,1.424,1.355,1.233,1.507,1.465,1.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,1.681,1.449,1.429,1.474,1.613,1.474,1.292,1.072,1.274,1.411,1.355,1.534,NaN,NaN,NaN,1.285,1.185,1.225,1.53,1.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.768,2.034,1.772,1.475,1.413,1.437,1.418,1.494,1.246,1.345,1.236,1.238,1.352,1.149,NaN,NaN,NaN,1.735,1.251,1.406,1.37,1.641,1.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.261,1.95,1.66,1.745,1.422,1.64,1.535,1.29,1.193,1.274,1.38,1.31,1.309,1.398,NaN,NaN,NaN,NaN,1.194,1.309,1.257,1.321,1.555,1.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,2.137,2.463,2.008,1.522,1.673,1.601,1.405,1.463,1.284,1.274,1.497,1.533,1.299,1.321,1.63,NaN,NaN,NaN,NaN,NaN,1.283,1.231,1.236,1.393,1.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,2.182,2.181,1.565,1.618,1.417,1.46,1.42,1.462,1.268,1.5,1.178,1.415,1.315,1.179,1.507,NaN,NaN,NaN,NaN,NaN,1.461,1.156,1.154,1.464,1.236,1.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,2.065,1.744,1.381,1.517,1.5,1.402,1.521,1.614,1.275,1.368,1.244,1.255,1.227,1.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.583,1.281,1.341,1.452,1.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,2.347,1.763,1.581,1.303,1.457,1.464,1.502,1.346,1.175,1.232,1.303,1.377,1.591,1.241,1.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.33,1.692,1.31,1.277,1.454,1.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.966,1.492,1.398,1.303,1.246,1.369,1.395,1.265,1.142,1.246,1.385,1.342,1.416,1.079,1.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.488,1.22,1.44,1.31,1.383,1.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.308,1.398,1.316,1.541,1.373,1.357,1.221,1.233,1.363,1.333,1.368,1.552,1.216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.424,1.174,1.469,1.406,1.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.341,1.223,1.309,1.375,1.298,1.349,1.318,1.25,1.362,1.449,1.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.033,1.339,1.228,1.363,1.35,1.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.125,1.313,1.127,1.232,1.336,1.276,1.182,1.369,1.426,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.033,1.408,1.259,1.253,1.347,1.337,1.179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.217,1.277,1.259,1.242,1.395,1.612,1.023,1.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.658,1.363,1.154,1.251,1.294,1.249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.297,1.108,1.143,1.088,1.521,1.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.833,1.464,1.193,1.271,1.312,1.271,1.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.134,1.286,1.082,1.311,0.959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.551,1.614,1.306,1.193,1.217,1.23,1.263,1.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.159,1.246,1.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.293,1.173,1.141,1.185,1.106,1.273,1.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
1.299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.042,1.359,1.121,1.16,1.147,1.303,1.26,1.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.143,1.58,1.052,1.113,1.137,1.11,1.208,1.306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.835,1.273,1.179,1.168,1.225,1.167,1.145,1.156,1.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.12,1.341,1.144,1.163,1.057,1.105,1.039,1.202,1.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.598,1.836,1.394,1.124,1.235,1.225,1.181,1.125,1.213,1.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.443,1.428,1.249,1.198,1.145,1.097,1.116,1.089,1.163,1.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.534,1.96,1.358,1.108,1.148,1.042,1.206,1.127,1.106,1.155,1.345,1.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.218,1.649,1.877,1.224,1.025,1.074,1.168,1.087,1.16,1.069,1.158,1.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,NaN,NaN,2.321,1.964,1.494,1.237,0.96,1.187,1.149,1.069,0.949,1.106,1.067,1.165,1.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
